"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P16","Puede que la vote",0.126,0.179,0.178,0.123,0.187
"P16","Nunca la votaría",0.567,0.46,0.421,0.468,0.279
"P16","No sabe",0.086,0.167,0.211,0.254,0.426
"P17","Lo votaría",0.189,0.243,0.21,0.188,0.149
"P17","Puede que lo vote",0.156,0.17,0.193,0.154,0.166
"P17","Nunca lo votaría",0.583,0.419,0.396,0.436,0.24
"P17","No sabe",0.072,0.168,0.201,0.222,0.445
"P18","La votaría",0.091,0.049,0.097,0.11,0.106
"P18","Puede que la vote",0.132,0.129,0.073,0.058,0.127
"P18","Nunca la votaría",0.484,0.414,0.398,0.454,0.333
"P18","No sabe",0.293,0.408,0.432,0.378,0.434
"P19","La votaría",0.106,0.086,0.123,0.105,0.179
"P19","Puede que la vote",0.174,0.217,0.181,0.076,0.093
"P19","Nunca la votaría",0.585,0.445,0.386,0.481,0.135
"P19","No sabe",0.135,0.252,0.31,0.338,0.593
"P20","Lo votaría",0.256,0.135,0.13,0.146,0.265
"P20","Puede que lo vote",0.183,0.15,0.087,0.098,0.037
"P20","Nunca lo votaría",0.458,0.499,0.487,0.456,0.164
"P20","No sabe",0.103,0.216,0.296,0.3,0.534
"P21","Lo votaría",0.168,0.072,0.061,0.135,0.187
"P21","Puede que lo vote",0.176,0.133,0.101,0.057,0.126
"P21","Nunca lo votaría",0.514,0.526,0.544,0.524,0.168
"P21","No sabe",0.142,0.269,0.294,0.284,0.519
"P22","Lo votaría",0.116,0.034,0.03,0.084,0.077
"P22","Puede que lo vote",0.144,0.097,0.09,0.09,0.077
"P22","Nunca lo votaría",0.457,0.441,0.452,0.491,0.346
"P22","No sabe",0.283,0.428,0.428,0.335,0.5
"P23","Lo votaría",0.112,0.053,0.053,0.051,0.099
"P23","Puede que lo vote",0.145,0.119,0.063,0.079,0.181
"P23","Nunca lo votaría",0.551,0.485,0.506,0.503,0.157
"P23","No sabe",0.192,0.343,0.378,0.367,0.563
"P24","Lo votaría",0.101,0.044,0.036,0.068,0.141
"P24","Puede que lo vote",0.168,0.09,0.103,0.035,0.119
"P24","Nunca lo votaría",0.54,0.532,0.517,0.562,0.162
"P24","No sabe",0.191,0.334,0.344,0.335,0.578
"P25","Lo votaría",0.09,0.098,0.074,0.067,0.209
"P25","Puede que lo vote",0.168,0.192,0.15,0.106,0.106
"P25","Nunca lo votaría",0.555,0.422,0.393,0.514,0.235
"P25","No sabe",0.187,0.288,0.383,0.313,0.45
"P26","Lo votaría",0.033,0.022,0.032,0.027,0.084
"P26","Puede que la vote",0.084,0.087,0.081,0.08,0.18
"P26","Nunca la votaría",0.501,0.457,0.46,0.466,0.224
"P26","No sabe",0.382,0.434,0.427,0.427,0.512
"P27","La votaría",0.052,0.055,0.033,0.043,0.085
"P27","Puede que la vote",0.118,0.155,0.086,0.079,0.113
"P27","Nunca la votaría",0.563,0.393,0.446,0.459,0.203
"P27","No sabe",0.267,0.397,0.435,0.419,0.599
"P28","Lo votaría",0.031,0.018,0.017,0.037,0.085
"P28","Puede que la vote",0.079,0.077,0.107,0.057,0.058
"P28","Nunca la votaría",0.553,0.456,0.465,0.445,0.147
"P28","No sabe",0.337,0.449,0.411,0.461,0.71
"P29","La votaría",0.113,0.059,0.057,0.027,0
"P29","Puede que la vote",0.111,0.121,0.088,0.073,0.157
"P29","Nunca la votaría",0.519,0.401,0.461,0.483,0.217
"P29","No sabe",0.257,0.419,0.394,0.417,0.626
"P30","Lo votaría",0.064,0.041,0.01,0.018,0
"P30","Puede que la vote",0.093,0.078,0.068,0.052,0.036
"P30","Nunca la votaría",0.512,0.432,0.447,0.478,0.269
"P30","No sabe",0.331,0.449,0.475,0.452,0.695
"P31","La votaría",0.096,0.049,0.048,0.017,0
"P31","Puede que la vote",0.144,0.189,0.083,0.067,0.144
"P31","Nunca la votaría",0.569,0.464,0.51,0.534,0.321
"P31","No sabe",0.191,0.298,0.359,0.382,0.535
"P32","La votaría",0.089,0.012,0.016,0.004,0.109
"P32","Puede que la vote",0.074,0.098,0.054,0.047,0.03
"P32","Nunca la votaría",0.541,0.45,0.508,0.529,0.196
"P32","No sabe",0.296,0.44,0.422,0.42,0.665
"P33","Lo votaría",0.049,0.016,0.015,0.004,0
"P33","Puede que la vote",0.109,0.074,0.115,0.045,0.157
"P33","Nunca la votaría",0.512,0.456,0.445,0.509,0.194
"P33","No sabe",0.33,0.454,0.425,0.442,0.649
"P34","La votaría",0.029,0.014,0.013,0.016,0.111
"P34","Puede que la vote",0.076,0.086,0.105,0.035,0.017
"P34","Nunca la votaría",0.512,0.416,0.459,0.509,0.244
"P34","No sabe",0.383,0.484,0.423,0.44,0.628
"P35","Si",0.486,0.469,0.42,0.217,0.144
"P35","No",0.514,0.531,0.58,0.783,0.856
