"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.39,0.462,0.32,0.451,0.376,0.375,0.33,0.434,0.36,0.378,0.59,0.104,0.221
"Diego Santilli",0.204,0.176,0.231,0.094,0.17,0.246,0.455,0.197,0.206,0.211,0.05,0.555,0.097
"Facundo Manes",0.082,0.062,0.1,0.056,0.093,0.111,0.061,0.059,0.082,0.123,0.042,0.126,0.238
"Florencio Randazzo",0.055,0.044,0.067,0.029,0.078,0.073,0.018,0.074,0.049,0.036,0.057,0.041,0.121
"A la izquierda",0.017,0.025,0.01,0.02,0.017,0.016,0.014,0.008,0.009,0.056,0.014,0.007,0.075
"Jose Luis Espert",0.064,0.086,0.043,0.106,0.066,0.044,0.007,0.046,0.068,0.089,0.05,0.072,0.078
"Otros candidatos",0.081,0.054,0.107,0.119,0.076,0.059,0.047,0.052,0.123,0.037,0.077,0.066,0.077
"Votaría en blanco o anularía",0.107,0.091,0.122,0.125,0.124,0.076,0.068,0.13,0.103,0.07,0.12,0.029,0.093
