"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P04","Siempre",0.223,0.182,0.185,0.186
"P04","Casi siempre",0.475,0.51,0.442,0.492
"P04","Casi nunca",0.243,0.261,0.298,0.289
"P04","Nunca, pero esta es una excepción",0.059,0.047,0.075,0.033
"P06","Del Frente de Todos y el peronismo",0.081,0.181,0.479,0.232
"P06","De Cambiemos",0.718,0.608,0.212,0.296
"P06","De los Liberales libertarios",0.108,0.096,0.206,0.212
"P06","De la Izquierda",0.024,0.039,0.056,0.044
"P06","No sabe",0.069,0.076,0.047,0.216
"P07","A Daniel Scioli",0.278,0.252,0.121,0.134
"P07","A Sergio Massa",0.429,0.405,0.169,0.261
"P07","A algún candidato del peronismo",0.234,0.099,0.072,0.049
"P07","A algún candidato del kirchnerismo",0.059,0.244,0.638,0.556
"P08","A Daniel Scioli",0.075,0.188,0.071,0.163
"P08","A Sergio Massa",0.397,0.338,0.111,0.129
"P08","A algún candidato del peronismo",0.16,0.165,0.065,0.057
"P08","A Cristina Fernández de Kirchner",0.368,0.309,0.753,0.651
"P09","A Horacio Rodriguez Larreta",0.382,0.243,0.136,0.171
"P09","A Patricia Bullrich",0.535,0.705,0.74,0.75
"P09","A Facundo Manes",0.035,0.026,0.088,0.029
"P09","A Gerardo Morales",0.048,0.026,0.036,0.05
"P10","Leandro Santoro por el Frente de Todos",0.041,0.137,0.446,0.182
"P10","Jorge Macri por Juntos por el Cambio",0.292,0.483,0.195,0.339
"P10","Martín Lousteau por Juntos por el Cambio",0.627,0.168,0.023,0.069
"P10","Ramiro Marra por La Libertad Avanza",0.019,0.053,0.164,0.068
"P10","Al candidato del Frente de Izquierda",0.002,0.017,0.047,0.029
"P10","A Luis Zamora por Autodeterminación y Libertad",0.003,0.025,0.031,0.01
"P10","En blanco",0.003,0.019,0.039,0.032
"P10","No sabe",0.013,0.098,0.055,0.271
"P11","María Eugenia Vidal por Juntos por el Cambio",0.272,0.391,0.161,0.206
"P11","Martín Lousteau por Juntos por el Cambio",0.594,0.212,0.054,0.094
"P11","Leandro Santoro por el Frente de Todos",0.083,0.189,0.42,0.135
"P11","Ramiro Marra por La Libertad Avanza",0.02,0.06,0.184,0.14
"P11","Al candidato del Frente de Izquierda",0.005,0.006,0.039,0.029
"P11","A Luis Zamora por Autodeterminación y Libertad",0.003,0.017,0.028,0.01
"P11","En blanco",0.005,0.02,0.042,0.045
"P11","No sabe",0.018,0.105,0.072,0.341
"P12","A Jorge Macri por Juntos por el Cambio",0.244,0.384,0.139,0.266
"P12","A Martín Lousteau por Juntos por el Cambio",0.492,0.146,0.021,0.078
"P12","A Ricardo López Murphy por Juntos por el Cambio",0.146,0.176,0.13,0.126
"P12","A Leandro Santoro por el Frente de Todos",0.034,0.122,0.398,0.153
"P12","A Matías Lammens por el Frente de Todos",0.039,0.053,0.061,0.037
"P12","A Ramiro Marra por La Libertad Avanza",0.025,0.038,0.131,0.069
"P12","Al candidato del Frente de Izquierda",0.005,0.014,0.031,0.035
"P12","A Luis Zamora por Autodeterminación y Libertad",0.002,0.015,0.027,0.026
"P12","En blanco",0.003,0.013,0.031,0.041
"P12","No sabe",0.01,0.039,0.031,0.169
"P13","A Martín Lousteau por Juntos por el Cambio",0.491,0.158,0.026,0.093
"P13","A Jorge Macri por Juntos por el Cambio",0.264,0.364,0.14,0.258
"P13","A Ricardo López Murphy por Juntos por el Cambio",0.127,0.18,0.117,0.116
"P13","A Leandro Santoro por el Frente de Todos",0.041,0.127,0.367,0.143
"P13","A Pedro Rosemblat por el Frente de Todos",0.04,0.057,0.103,0.053
"P13","A Ramiro Marra por La Libertad Avanza",0.018,0.032,0.137,0.084
"P13","Al candidato del Frente de Izquierda",0,0.015,0.04,0.036
"P13","A Luis Zamora por Autodeterminación y Libertad",0.008,0.011,0.032,0.026
"P13","En blanco",0.003,0.014,0.018,0.013
"P13","No sabe",0.008,0.042,0.02,0.178
"P14","A Leandro Santoro por el Frente de Todos",0.073,0.149,0.371,0.147
"P14","A Pedro Rosemblat por el Frente de Todos",0.064,0.072,0.09,0.133
"P14","A María Eugenia Vidal por Juntos por el Cambio",0.246,0.397,0.135,0.183
"P14","A Martín Lousteau por Juntos por el Cambio",0.56,0.195,0.037,0.072
"P14","A Ramiro Marra por La Libertad Avanza",0.026,0.056,0.181,0.083
"P14","Al candidato del Frente de Izquierda",0.004,0.009,0.049,0.047
"P14","A Luis Zamora por Autodeterminación y Libertad",0.006,0.02,0.035,0.013
"P14","En blanco",0.008,0.034,0.051,0.059
"P14","No sabe",0.013,0.068,0.051,0.263
"P15","A Leandro Santoro por el Frente de Todos con el apoyo de Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández",0.05,0.158,0.457,0.257
"P15","A Jorge Macri por Juntos por el Cambio con el apoyo de Mauricio Macri, Patricia Bullrich y Horacio Rodríguez Larreta",0.351,0.504,0.191,0.337
"P15","A Martín Lousteau por Juntos por el Cambio el apoyo de la UCR y de Horacio Rodríguez Larreta",0.531,0.16,0.031,0.041
"P15","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.033,0.075,0.172,0.104
"P15","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.012,0.031,0.051,0.071
"P15","A Luis Zamora por Autodeterminación y Libertad",0,0.009,0.037,0.018
"P15","En blanco",0.007,0.008,0.024,0.03
"P15","No sabe",0.016,0.055,0.037,0.142
"P16","A Leandro Santoro por el Frente de Todos con el apoyo de Cristina Fernández de Kirchner, Sergio Massa y Alberto Fernández",0.034,0.159,0.474,0.284
"P16","A María Eugenia Vidal por Juntos por el Cambio con el apoyo de Mauricio Macri, Patricia Bullrich y Horacio Rodríguez Larreta",0.367,0.516,0.149,0.267
"P16","A Martín Lousteau por Juntos por el Cambio el apoyo de la UCR y de Horacio Rodríguez Larreta",0.56,0.181,0.026,0.015
"P16","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.025,0.061,0.202,0.147
"P16","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0,0.02,0.042,0.045
"P16","A Luis Zamora por Autodeterminación y Libertad",0,0.008,0.028,0.019
"P16","En blanco",0.006,0.006,0.035,0.057
"P16","No sabe",0.008,0.049,0.044,0.166
"P17","A Jorge Macri por Juntos por el Cambio con el apoyo de Mauricio Macri y Horacio Rodríguez Larreta",0.249,0.403,0.156,0.255
"P17","A Martín Lousteau por Juntos por el Cambio con el apoyo de la UCR y Horacio Rodríguez Larreta",0.505,0.146,0.037,0.117
"P17","A Ricardo López Murphy por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.119,0.194,0.125,0.142
"P17","A Leandro Santoro por el Frente de Todos con el apoyo de Sergio Massa y Alberto Fernández",0.044,0.117,0.292,0.191
"P17","A Pedro Rosemblat por el Frente de Todos con el apoyo de La Cámpora y Juan Grabois",0.051,0.057,0.162,0.069
"P17","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.018,0.045,0.137,0.036
"P17","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0,0.012,0.035,0.047
"P17","A Luis Zamora por Autodeterminación y Libertad",0.005,0.012,0.037,0.012
"P17","En blanco",0.003,0,0.009,0.013
"P17","No sabe",0.006,0.014,0.01,0.118
"P18","A Leandro Santoro por el Frente de Todos con el apoyo de Sergio Massa y Alberto Fernández",0.044,0.138,0.302,0.188
"P18","A Pedro Rosemblat por el Frente de Todos con el apoyo de La Cámpora y Juan Grabois",0.03,0.074,0.177,0.141
"P18","A María Eugenia Vidal por Juntos por el Cambio con el apoyo de Mauricio Macri, Patricia Bullrich y Horacio Rodríguez Larreta",0.343,0.504,0.158,0.274
"P18","A Martín Lousteau por Juntos por el Cambio con el apoyo de la UCR y Horacio Rodríguez Larreta",0.529,0.144,0.034,0.045
"P18","A Ramiro Marra por La Libertad Avanza con el apoyo de Javier Milei",0.027,0.049,0.185,0.096
"P18","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.001,0.029,0.039,0.03
"P18","A Luis Zamora por Autodeterminación y Libertad",0.004,0.008,0.036,0.013
"P18","En blanco",0.006,0.017,0.039,0.052
"P18","No sabe",0.016,0.037,0.03,0.161
"P19","A Martín Lousteau por Juntos por el Cambio",0.852,0.522,0.053,0.141
"P19","A Ramiro Marra por La Libertad Avanza",0.037,0.11,0.217,0.104
"P19","A Leandro Santoro por el Frente de Todos",0.047,0.141,0.468,0.194
"P19","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.006,0.007,0.045,0.115
"P19","A Luis Zamora por Autodeterminación y Libertad",0.006,0.028,0.035,0.022
"P19","En blanco",0.017,0.057,0.093,0.083
"P19","No sabe",0.035,0.135,0.089,0.341
"P22","A Leandro Santoro por el Frente de Todos",0.102,0.201,0.431,0.238
"P22","A Jorge Macri por Juntos por el Cambio",0.563,0.54,0.201,0.235
"P22","A Ramiro Marra por La Libertad Avanza",0.101,0.088,0.207,0.11
"P22","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.025,0.02,0.045,0.085
"P22","A Luis Zamora por Autodeterminación y Libertad",0.012,0.02,0.034,0.033
"P22","En blanco",0.063,0.042,0.036,0.028
"P22","No sabe",0.134,0.089,0.046,0.271
"P25","A Leandro Santoro por el Frente de Todos",0.101,0.188,0.461,0.179
"P25","A María Eugenia Vidal por Juntos por el Cambio",0.602,0.553,0.154,0.3
"P25","A Ramiro Marra por La Libertad Avanza",0.073,0.106,0.2,0.092
"P25","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.016,0.015,0.043,0.093
"P25","A Luis Zamora por Autodeterminación y Libertad",0.023,0.012,0.041,0.004
"P25","En blanco",0.076,0.051,0.051,0.05
"P25","No sabe",0.109,0.075,0.05,0.282
"P28","A Pedro Rosemblat por el Frente de Todos",0.09,0.156,0.323,0.166
"P28","A María Eugenia Vidal por Juntos por el Cambio",0.603,0.527,0.169,0.269
"P28","A Ramiro Marra por La Libertad Avanza",0.081,0.118,0.225,0.111
"P28","Al candidato del Frente de Izquierda con el apoyo de Nicolás Del Caño, Romina Del Plá y Myriam Bregman",0.015,0.023,0.058,0.097
"P28","A Luis Zamora por Autodeterminación y Libertad",0.032,0.026,0.055,0.037
"P28","En blanco",0.075,0.059,0.07,0.037
"P28","No sabe",0.104,0.091,0.1,0.283
"P31","Lo votaría",0.08,0.15,0.421,0.207
"P31","Puede que lo vote",0.116,0.115,0.109,0.066
"P31","Nunca lo votaría",0.731,0.714,0.432,0.369
"P31","No sabe",0.073,0.021,0.038,0.358
"P32","Lo votaría",0.054,0.086,0.243,0.084
"P32","Puede que lo vote",0.057,0.109,0.174,0.077
"P32","Nunca lo votaría",0.773,0.726,0.511,0.38
"P32","No sabe",0.116,0.079,0.072,0.459
"P33","Lo votaría",0.054,0.096,0.184,0.053
"P33","Puede que lo vote",0.078,0.117,0.218,0.105
"P33","Nunca lo votaría",0.778,0.729,0.53,0.37
"P33","No sabe",0.09,0.058,0.068,0.472
"P34","Lo votaría",0.415,0.354,0.157,0.257
"P34","Puede que lo vote",0.276,0.289,0.12,0.112
"P34","Nunca lo votaría",0.251,0.338,0.7,0.246
"P34","No sabe",0.058,0.019,0.023,0.385
"P36","Lo votaría",0.495,0.282,0.142,0.14
"P36","Puede que lo vote",0.297,0.44,0.127,0.104
"P36","Nunca lo votaría",0.157,0.245,0.721,0.268
"P36","No sabe",0.051,0.033,0.01,0.488
"P37","Lo votaría",0.121,0.091,0.091,0.045
"P37","Puede que lo vote",0.132,0.168,0.239,0.112
"P37","Nunca lo votaría",0.674,0.688,0.634,0.401
"P37","No sabe",0.073,0.053,0.036,0.442
"P38","Lo votaría",0.465,0.368,0.106,0.191
"P38","Puede que lo vote",0.228,0.296,0.122,0.093
"P38","Nunca lo votaría",0.268,0.311,0.755,0.3
"P38","No sabe",0.039,0.025,0.017,0.416
"P39","Si",0.611,0.542,0.545,0.478
"P39","No",0.389,0.458,0.455,0.522
