"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Del Frente de Todos y el peronismo",0.056,0.152,0.258,0.234
"P08","De Juntos por el cambio",0.61,0.453,0.313,0.255
"P08","De los Liberales libertarios",0.147,0.211,0.287,0.259
"P08","De la Izquierda",0.003,0.016,0.031,0.014
"P08","No sabe",0.184,0.168,0.111,0.238
"P09","A Sergio Massa",0.065,0.504,0.311,0.226
"P09","A Daniel Scioli",0.556,0.03,0.127,0.09
"P09","A algún candidato del peronismo",0.135,0.142,0.128,0.156
"P09","A algún candidato del kirchnerismo",0.244,0.324,0.434,0.528
"P10","A Horacio Rodriguez Larreta",0.043,0.241,0.107,0.259
"P10","A Patricia Bullrich",0.854,0.611,0.692,0.671
"P10","A Facundo Manes",0.094,0.046,0.089,0.065
"P10","A Gerardo Morales",0.009,0.102,0.112,0.005
"P11","Alfredo Cornejo por Cambia Mendoza",0.355,0.451,0.291,0.224
"P11","Luis Petri por Cambia Mendoza",0.342,0.133,0.117,0.141
"P11","Omar De Marchi por La Unión Mendocina",0.133,0.086,0.186,0.157
"P11","Omar Parisi por Elegí Mendoza",0.05,0.075,0.103,0.068
"P11","Guillermo Carmona por Elegí Mendoza",0.107,0.051,0.083,0.081
"P11","Nicolás Guillén por Elegí Mendoza",0,0.009,0.02,0.017
"P11","Alfredo Guevara por Elegí Mendoza",0.005,0.006,0.034,0.027
"P11","Lautaro Giménez por el Frente de Izquierda",0,0.002,0.019,0.019
"P11","Victor da Vila por el Frente de Izquierda",0,0,0.009,0.024
"P11","No sabe",0.008,0.187,0.138,0.242
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.276,0.346,0.246,0.21
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.466,0.244,0.213,0.197
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.091,0.075,0.201,0.199
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.043,0.145,0.121,0.096
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.008,0.051,0.064,0.072
