"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Del Frente de Todos y el peronismo",0.538,0.607,0.178,0.224
"P08","De Juntos por el cambio",0.019,0.069,0.425,0.175
"P08","De los Liberales libertarios",0.073,0.039,0.304,0.258
"P08","De la Izquierda",0.222,0.015,0.012,0.004
"P08","No sabe",0.148,0.27,0.081,0.339
"P09","A Sergio Massa",0.428,0.325,0.242,0.281
"P09","A Daniel Scioli",0.199,0.067,0.148,0.072
"P09","A algún candidato del peronismo",0.093,0.14,0.132,0.135
"P09","A algún candidato del kirchnerismo",0.28,0.468,0.478,0.512
"P10","A Horacio Rodriguez Larreta",0.462,0.148,0.143,0.255
"P10","A Patricia Bullrich",0.538,0.717,0.734,0.662
"P10","A Facundo Manes",0,0.135,0.052,0.066
"P10","A Gerardo Morales",0,0,0.071,0.017
"P11","Alfredo Cornejo por Cambia Mendoza",0.041,0.132,0.352,0.147
"P11","Luis Petri por Cambia Mendoza",0.036,0.051,0.181,0.098
"P11","Omar De Marchi por La Unión Mendocina",0.216,0.1,0.177,0.142
"P11","Omar Parisi por Elegí Mendoza",0.093,0.206,0.083,0.048
"P11","Guillermo Carmona por Elegí Mendoza",0.16,0.147,0.071,0.083
"P11","Nicolás Guillén por Elegí Mendoza",0.018,0.003,0.016,0.03
"P11","Alfredo Guevara por Elegí Mendoza",0.126,0.151,0.008,0.022
"P11","Lautaro Giménez por el Frente de Izquierda",0.109,0.025,0.006,0.002
"P11","Victor da Vila por el Frente de Izquierda",0.059,0.025,0.009,0.009
"P11","No sabe",0.142,0.16,0.097,0.419
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.152,0.108,0.274,0.191
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.028,0.055,0.291,0.15
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.305,0.266,0.178,0.151
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.207,0.157,0.1,0.139
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.1,0.154,0.05,0.056
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.016,0.08,0.018,0.034
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.087,0.086,0.011,0.007
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.023,0.021,0.004,0.002
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0.05,0,0.008,0.005
"P14","No sabe",0.032,0.073,0.066,0.265
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0.157,0.074,0.293,0.156
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.111,0.087,0.126,0.065
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.111,0.082,0.244,0.286
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.151,0.376,0.113,0.157
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.096,0.151,0.066,0.088
"P17","Nicolás Guillén por Elegí Mendoza con el apoyo de la Corriente Clasista y Combativa, y los movimientos sociales",0.057,0.006,0.018,0.003
"P17","Alfredo Guevara por Elegí Mendoza con el apoyo de una parte del kirchnerismo",0.138,0.128,0.063,0.038
"P17","Lautaro Giménez por el Frente de Izquierda con el apoyo de Nicolás Del Caño, Myriam Bregman, el Partido Socialista de los Trabajadores y el Movimiento Socialista de los Trabajadores",0.155,0.025,0.007,0
"P17","Victor da Vila por el Frente de Izquierda con el apoyo de Gabriel Solano, Romina Del Plá y el Partido Obrero",0,0.008,0.005,0
"P17","No sabe",0.024,0.063,0.065,0.207
"P20","Lo votaría",0.206,0.153,0.426,0.218
"P20","Puede que lo vote",0.068,0.239,0.116,0.119
"P20","Nunca lo votaría",0.726,0.544,0.403,0.326
"P20","No sabe",0,0.064,0.055,0.337
"P21","Lo votaría",0.122,0.114,0.233,0.144
"P21","Puede que lo vote",0.09,0.251,0.251,0.135
"P21","Nunca lo votaría",0.753,0.469,0.443,0.244
"P21","No sabe",0.035,0.166,0.073,0.477
"P22","Lo votaría",0.202,0.171,0.187,0.11
"P22","Puede que lo vote",0.208,0.227,0.186,0.195
"P22","Nunca lo votaría",0.546,0.441,0.543,0.237
"P22","No sabe",0.044,0.161,0.084,0.458
"P23","Lo votaría",0.235,0.252,0.093,0.06
"P23","Puede que lo vote",0.181,0.337,0.093,0.129
"P23","Nunca lo votaría",0.413,0.287,0.731,0.231
"P23","No sabe",0.171,0.124,0.083,0.58
"P24","Lo votaría",0.264,0.212,0.07,0.058
"P24","Puede que lo vote",0.191,0.424,0.095,0.108
"P24","Nunca lo votaría",0.434,0.265,0.762,0.214
"P24","No sabe",0.111,0.099,0.073,0.62
"P25","Lo votaría",0.123,0.103,0.014,0.011
"P25","Puede que lo vote",0.323,0.275,0.045,0.051
"P25","Nunca lo votaría",0.395,0.293,0.841,0.219
"P25","No sabe",0.159,0.329,0.1,0.719
"P26","Lo votaría",0.229,0.119,0.006,0.01
"P26","Puede que lo vote",0.137,0.354,0.04,0.079
"P26","Nunca lo votaría",0.478,0.261,0.849,0.195
"P26","No sabe",0.156,0.266,0.105,0.716
"P27","Lo votaría",0.287,0.015,0.002,0.009
"P27","Puede que lo vote",0.221,0.332,0.021,0.039
"P27","Nunca lo votaría",0.343,0.3,0.872,0.178
"P27","No sabe",0.149,0.353,0.105,0.774
"P28","Lo votaría",0.207,0.016,0.001,0
"P28","Puede que lo vote",0.123,0.229,0.019,0.058
"P28","Nunca lo votaría",0.39,0.315,0.872,0.236
"P28","No sabe",0.28,0.44,0.108,0.706
"P29","La votaría",0.13,0.068,0.137,0.046
"P29","Puede que la vote",0.061,0.275,0.094,0.079
"P29","Nunca la votaría",0.585,0.344,0.608,0.179
"P29","No sabe",0.224,0.313,0.161,0.696
"P30","La votaría",0.073,0.034,0.069,0.065
"P30","Puede que la vote",0.044,0.27,0.108,0.069
"P30","Nunca la votaría",0.665,0.268,0.647,0.141
"P30","No sabe",0.218,0.428,0.176,0.725
"P31","Lo votaría",0.129,0.039,0.1,0.055
"P31","Puede que lo vote",0.135,0.378,0.119,0.133
"P31","Nunca lo votaría",0.596,0.397,0.658,0.175
"P31","No sabe",0.14,0.186,0.123,0.637
"P32","Lo votaría",0.195,0.224,0.063,0.047
"P32","Puede que lo vote",0.212,0.324,0.062,0.071
"P32","Nunca lo votaría",0.47,0.248,0.757,0.16
"P32","No sabe",0.123,0.204,0.118,0.722
"P33","La votaría",0.198,0.113,0.041,0.014
"P33","Puede que la vote",0.12,0.278,0.049,0.076
"P33","Nunca la votaría",0.485,0.232,0.748,0.095
"P33","No sabe",0.197,0.377,0.162,0.815
"P34","La votaría",0.192,0.021,0.02,0.031
"P34","Puede que la vote",0.123,0.286,0.026,0.029
"P34","Nunca la votaría",0.413,0.224,0.756,0.131
"P34","No sabe",0.272,0.469,0.198,0.809
"P35","La votaría",0.203,0.034,0.007,0.009
"P35","Puede que la vote",0.143,0.325,0.026,0.068
"P35","Nunca la votaría",0.509,0.222,0.759,0.062
"P35","No sabe",0.145,0.419,0.208,0.861
"P37","La votaría",0.204,0,0.001,0.008
"P37","Puede que la vote",0.107,0.283,0.013,0.013
"P37","Nunca la votaría",0.499,0.239,0.842,0.085
"P37","No sabe",0.19,0.478,0.144,0.894
"P38","Muy buena",0.156,0.031,0.28,0.133
"P38","Buena",0.02,0.246,0.176,0.068
"P38","Ni buena ni mala",0.237,0.112,0.19,0.226
"P38","Mala",0.135,0.199,0.156,0.231
"P38","Muy mala",0.452,0.412,0.187,0.228
"P38","No sabe",0,0,0.011,0.114
"P39","Muy buena",0.085,0.071,0.22,0.11
"P39","Buena",0.076,0.164,0.222,0.112
"P39","Ni buena ni mala",0.265,0.373,0.302,0.25
"P39","Mala",0.164,0.108,0.107,0.154
"P39","Muy mala",0.382,0.228,0.105,0.094
"P39","No sabe",0.028,0.056,0.044,0.28
"P40","Muy buena",0.264,0.077,0.128,0.101
"P40","Buena",0.042,0.198,0.193,0.118
"P40","Ni buena ni mala",0.19,0.32,0.308,0.314
"P40","Mala",0.159,0.206,0.17,0.132
"P40","Muy mala",0.316,0.173,0.174,0.098
"P40","No sabe",0.029,0.026,0.027,0.237
"P41","Muy buena",0.108,0.152,0.057,0.048
"P41","Buena",0.112,0.348,0.067,0.1
"P41","Ni buena ni mala",0.415,0.355,0.324,0.301
"P41","Mala",0.146,0.046,0.225,0.154
"P41","Muy mala",0.184,0.071,0.217,0.036
"P41","No sabe",0.035,0.028,0.11,0.361
"P42","Muy buena",0.256,0.181,0.05,0.087
"P42","Buena",0.183,0.421,0.073,0.088
"P42","Ni buena ni mala",0.301,0.248,0.251,0.243
"P42","Mala",0.156,0.061,0.268,0.144
"P42","Muy mala",0.077,0.072,0.276,0.04
"P42","No sabe",0.027,0.017,0.082,0.398
"P43","Muy buena",0.125,0.028,0.015,0.036
"P43","Buena",0.109,0.228,0.023,0.026
"P43","Ni buena ni mala",0.502,0.376,0.343,0.263
"P43","Mala",0.061,0.076,0.202,0.125
"P43","Muy mala",0.087,0.061,0.206,0.026
"P43","No sabe",0.116,0.231,0.211,0.524
"P44","Muy buena",0.24,0.139,0.011,0.022
"P44","Buena",0.051,0.193,0.029,0.053
"P44","Ni buena ni mala",0.397,0.268,0.297,0.228
"P44","Mala",0.101,0.169,0.19,0.116
"P44","Muy mala",0.103,0.069,0.245,0.062
"P44","No sabe",0.108,0.162,0.228,0.519
"P45","Muy buena",0.333,0.098,0.003,0.011
"P45","Buena",0.06,0.286,0.012,0.023
"P45","Ni buena ni mala",0.354,0.27,0.311,0.312
"P45","Mala",0.131,0.105,0.193,0.098
"P45","Muy mala",0.059,0.1,0.232,0.026
"P45","No sabe",0.063,0.141,0.249,0.53
"P46","Muy buena",0.151,0.037,0.01,0.002
"P46","Buena",0.112,0.13,0.009,0.02
"P46","Ni buena ni mala",0.394,0.35,0.298,0.318
"P46","Mala",0.084,0.094,0.166,0.106
"P46","Muy mala",0.134,0.092,0.21,0.014
"P46","No sabe",0.125,0.297,0.307,0.54
"P47","Muy buena",0.039,0.003,0.086,0.008
"P47","Buena",0.018,0.217,0.085,0.052
"P47","Ni buena ni mala",0.368,0.201,0.3,0.297
"P47","Mala",0.012,0.112,0.121,0.134
"P47","Muy mala",0.456,0.22,0.202,0.05
"P47","No sabe",0.107,0.247,0.206,0.459
"P48","Muy buena",0.04,0.025,0.033,0.007
"P48","Buena",0.048,0.077,0.054,0.042
"P48","Ni buena ni mala",0.4,0.447,0.363,0.274
"P48","Mala",0.149,0.032,0.136,0.123
"P48","Muy mala",0.24,0.076,0.172,0.033
"P48","No sabe",0.123,0.343,0.242,0.521
"P49","Muy buena",0.096,0.053,0.088,0.01
"P49","Buena",0.096,0.138,0.098,0.105
"P49","Ni buena ni mala",0.333,0.317,0.291,0.332
"P49","Mala",0.156,0.161,0.169,0.097
"P49","Muy mala",0.252,0.207,0.215,0.069
"P49","No sabe",0.067,0.124,0.139,0.387
"P50","Muy buena",0.166,0.242,0.074,0.054
"P50","Buena",0.127,0.24,0.037,0.065
"P50","Ni buena ni mala",0.281,0.192,0.233,0.285
"P50","Mala",0.194,0.089,0.199,0.09
"P50","Muy mala",0.15,0.097,0.3,0.032
"P50","No sabe",0.082,0.14,0.157,0.474
"P51","Muy buena",0.19,0.043,0.026,0.035
"P51","Buena",0.149,0.165,0.045,0.061
"P51","Ni buena ni mala",0.418,0.436,0.299,0.275
"P51","Mala",0.012,0.015,0.172,0.076
"P51","Muy mala",0.137,0.076,0.2,0.059
"P51","No sabe",0.094,0.265,0.258,0.494
"P52","Muy buena",0.109,0.073,0.029,0.036
"P52","Buena",0.074,0.062,0.01,0.011
"P52","Ni buena ni mala",0.521,0.311,0.298,0.341
"P52","Mala",0.013,0.046,0.158,0.075
"P52","Muy mala",0.073,0.04,0.196,0.018
"P52","No sabe",0.21,0.468,0.309,0.519
"P53","Muy buena",0.129,0.048,0.004,0.007
"P53","Buena",0.033,0.079,0.032,0.04
"P53","Ni buena ni mala",0.548,0.317,0.307,0.321
"P53","Mala",0.02,0.068,0.141,0.071
"P53","Muy mala",0.114,0.035,0.212,0.017
"P53","No sabe",0.156,0.453,0.304,0.544
"P54","Muy buena",0.503,0.093,0.003,0.002
"P54","Buena",0.141,0.509,0.037,0.03
"P54","Ni buena ni mala",0.33,0.238,0.205,0.338
"P54","Mala",0.007,0.009,0.277,0.108
"P54","Muy mala",0,0.062,0.379,0.039
"P54","No sabe",0.019,0.089,0.099,0.483
"P55","Muy buena",0.111,0.044,0.002,0.002
"P55","Buena",0.087,0.15,0.012,0.009
"P55","Ni buena ni mala",0.492,0.386,0.288,0.298
"P55","Mala",0.013,0.013,0.165,0.103
"P55","Muy mala",0.092,0.013,0.229,0.014
"P55","No sabe",0.205,0.394,0.304,0.574
"P56","Si",0.414,0.72,0.521,0.409
"P56","No",0.586,0.28,0.479,0.591
