"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Del Frente de Todos y el peronismo",0.891,0.653,0.184,0.093,0.068,0.123
"P08","De Juntos por el cambio",0.005,0.076,0.332,0.489,0.513,0.248
"P08","De los Liberales libertarios",0.015,0.107,0.275,0.31,0.309,0.333
"P08","De la Izquierda",0,0.006,0.01,0.021,0.049,0
"P08","No sabe",0.089,0.158,0.199,0.087,0.061,0.296
"P09","A Sergio Massa",0.347,0.267,0.374,0.21,0.262,0.042
"P09","A Daniel Scioli",0.166,0.069,0.053,0.058,0.327,0.024
"P09","A algún candidato del peronismo",0.093,0.13,0.18,0.072,0,0.262
"P09","A algún candidato del kirchnerismo",0.394,0.534,0.393,0.66,0.411,0.672
"P10","A Horacio Rodriguez Larreta",0,0,0.14,0.154,0.129,0.312
"P10","A Patricia Bullrich",0,0.73,0.746,0.737,0.766,0.504
"P10","A Facundo Manes",0,0.27,0.041,0.045,0.03,0.045
"P10","A Gerardo Morales",1,0,0.073,0.064,0.075,0.139
"P11","Alfredo Cornejo por Cambia Mendoza",0.01,0.076,0.299,0.457,0.397,0.15
"P11","Luis Petri por Cambia Mendoza",0.011,0.05,0.157,0.197,0.191,0.135
"P11","Omar De Marchi por La Unión Mendocina",0.067,0.17,0.212,0.157,0.172,0.105
"P11","Omar Parisi por Elegí Mendoza",0.202,0.303,0.07,0.065,0.015,0.013
"P11","Guillermo Carmona por Elegí Mendoza",0.596,0.165,0.023,0.017,0.039,0.038
"P11","Nicolás Guillén por Elegí Mendoza",0.007,0.037,0.012,0.008,0.024,0.038
"P11","Alfredo Guevara por Elegí Mendoza",0.094,0.069,0.035,0.011,0.01,0.012
"P11","Lautaro Giménez por el Frente de Izquierda",0,0.002,0.02,0.001,0.015,0
"P11","Victor da Vila por el Frente de Izquierda",0.006,0.011,0.014,0.005,0.028,0.013
"P11","No sabe",0.007,0.117,0.158,0.082,0.109,0.496
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.04,0.084,0.239,0.314,0.253,0.306
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.066,0.058,0.248,0.34,0.306,0.182
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.25,0.277,0.268,0.132,0.131,0.104
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.179,0.182,0.105,0.088,0.101,0.077
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.387,0.174,0.011,0.012,0.039,0.007
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.015,0.099,0.032,0.009,0.025,0.002
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.049,0.07,0.009,0.019,0.01,0
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0.005,0,0.012,0.003,0.011,0
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0.005,0,0.017,0.007,0.016,0
"P14","No sabe",0.004,0.056,0.059,0.076,0.108,0.322
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0,0.065,0.301,0.372,0.282,0.134
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.03,0.046,0.127,0.142,0.168,0.087
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.033,0.126,0.253,0.217,0.253,0.396
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.33,0.391,0.131,0.102,0.065,0.047
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.487,0.154,0.019,0.01,0.027,0.069
"P17","Nicolás Guillén por Elegí Mendoza con el apoyo de la Corriente Clasista y Combativa, y los movimientos sociales",0.025,0.041,0.026,0.003,0.009,0
"P17","Alfredo Guevara por Elegí Mendoza con el apoyo de una parte del kirchnerismo",0.091,0.092,0.056,0.102,0.07,0.02
"P17","Lautaro Giménez por el Frente de Izquierda con el apoyo de Nicolás Del Caño, Myriam Bregman, el Partido Socialista de los Trabajadores y el Movimiento Socialista de los Trabajadores",0.004,0,0.016,0.003,0.028,0
"P17","Victor da Vila por el Frente de Izquierda con el apoyo de Gabriel Solano, Romina Del Plá y el Partido Obrero",0,0,0.007,0.001,0.012,0
