"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P08","Del Frente de Todos y el peronismo",0.649,0.394,0.176,0.286
"P08","De Juntos por el cambio",0,0.095,0.428,0.241
"P08","De los Liberales libertarios",0.17,0.164,0.291,0.234
"P08","De la Izquierda",0,0.023,0.03,0.004
"P08","No sabe",0.181,0.324,0.075,0.235
"P09","A Sergio Massa",0.377,0.482,0.279,0.226
"P09","A Daniel Scioli",0.167,0.062,0.089,0.167
"P09","A algún candidato del peronismo",0.116,0.107,0.143,0.124
"P09","A algún candidato del kirchnerismo",0.34,0.349,0.489,0.483
"P10","A Horacio Rodriguez Larreta",0,0.359,0.14,0.172
"P10","A Patricia Bullrich",0,0.364,0.701,0.745
"P10","A Facundo Manes",0,0.277,0.061,0.075
"P10","A Gerardo Morales",0,0,0.098,0.008
"P11","Alfredo Cornejo por Cambia Mendoza",0.111,0.109,0.351,0.222
"P11","Luis Petri por Cambia Mendoza",0,0.05,0.178,0.123
"P11","Omar De Marchi por La Unión Mendocina",0.146,0.055,0.194,0.135
"P11","Omar Parisi por Elegí Mendoza",0,0.165,0.084,0.088
"P11","Guillermo Carmona por Elegí Mendoza",0.053,0.101,0.049,0.138
"P11","Nicolás Guillén por Elegí Mendoza",0.095,0.003,0.016,0.017
"P11","Alfredo Guevara por Elegí Mendoza",0.463,0.103,0.009,0.021
"P11","Lautaro Giménez por el Frente de Izquierda",0,0.024,0.016,0.001
"P11","Victor da Vila por el Frente de Izquierda",0.132,0,0.009,0.013
"P11","No sabe",0,0.39,0.094,0.242
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.097,0.125,0.281,0.208
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0,0.1,0.263,0.222
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.169,0.176,0.198,0.166
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.168,0.169,0.107,0.117
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.053,0.088,0.035,0.102
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0,0.078,0.024,0.02
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.281,0.079,0.011,0.008
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0,0.024,0.006,0.002
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0.112,0.012,0.006,0.005
"P14","No sabe",0.12,0.149,0.069,0.15
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0.047,0.073,0.306,0.181
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.063,0.062,0.128,0.092
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.074,0.208,0.236,0.243
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.077,0.199,0.118,0.182
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.031,0.139,0.053,0.111
"P17","Nicolás Guillén por Elegí Mendoza con el apoyo de la Corriente Clasista y Combativa, y los movimientos sociales",0.156,0.003,0.016,0.009
"P17","Alfredo Guevara por Elegí Mendoza con el apoyo de una parte del kirchnerismo",0.441,0.171,0.056,0.047
"P17","Lautaro Giménez por el Frente de Izquierda con el apoyo de Nicolás Del Caño, Myriam Bregman, el Partido Socialista de los Trabajadores y el Movimiento Socialista de los Trabajadores",0.013,0.024,0.019,0.002
"P17","Victor da Vila por el Frente de Izquierda con el apoyo de Gabriel Solano, Romina Del Plá y el Partido Obrero",0,0.011,0.006,0
"P17","No sabe",0.098,0.11,0.062,0.133
"P20","Lo votaría",0.372,0.159,0.41,0.302
"P20","Puede que lo vote",0.013,0.229,0.13,0.114
"P20","Nunca lo votaría",0.615,0.461,0.413,0.388
"P20","No sabe",0,0.151,0.047,0.196
"P21","Lo votaría",0.09,0.1,0.229,0.178
"P21","Puede que lo vote",0.02,0.271,0.218,0.232
"P21","Nunca lo votaría",0.877,0.435,0.496,0.278
"P21","No sabe",0.013,0.194,0.057,0.312
"P22","Lo votaría",0.146,0.239,0.187,0.133
"P22","Puede que lo vote",0.136,0.293,0.175,0.213
"P22","Nunca lo votaría",0.692,0.349,0.581,0.317
"P22","No sabe",0.026,0.119,0.057,0.337
"P23","Lo votaría",0.163,0.216,0.091,0.105
"P23","Puede que lo vote",0.313,0.38,0.075,0.149
"P23","Nunca lo votaría",0.511,0.229,0.784,0.336
"P23","No sabe",0.013,0.175,0.05,0.41
"P24","Lo votaría",0.225,0.164,0.077,0.088
"P24","Puede que lo vote",0.368,0.338,0.076,0.164
"P24","Nunca lo votaría",0.394,0.251,0.812,0.341
"P24","No sabe",0.013,0.247,0.035,0.407
"P25","Lo votaría",0.275,0.13,0.015,0.013
"P25","Puede que lo vote",0.257,0.377,0.033,0.083
"P25","Nunca lo votaría",0.38,0.256,0.893,0.36
"P25","No sabe",0.088,0.237,0.059,0.544
"P26","Lo votaría",0.519,0.117,0.006,0.017
"P26","Puede que lo vote",0.157,0.508,0.027,0.075
"P26","Nunca lo votaría",0.311,0.189,0.915,0.355
"P26","No sabe",0.013,0.186,0.052,0.553
"P27","Lo votaría",0.198,0.048,0.014,0.008
"P27","Puede que lo vote",0.36,0.332,0.022,0.052
"P27","Nunca lo votaría",0.342,0.338,0.908,0.367
"P27","No sabe",0.1,0.282,0.056,0.573
"P28","Lo votaría",0.198,0.034,0.01,0
"P28","Puede que lo vote",0.09,0.275,0.019,0.063
"P28","Nunca lo votaría",0.446,0.394,0.922,0.355
"P28","No sabe",0.266,0.297,0.049,0.582
"P29","La votaría",0.216,0.1,0.154,0.055
"P29","Puede que la vote",0.056,0.32,0.108,0.059
"P29","Nunca la votaría",0.561,0.375,0.666,0.256
"P29","No sabe",0.167,0.205,0.072,0.63
"P30","La votaría",0.115,0.05,0.081,0.041
"P30","Puede que la vote",0,0.43,0.108,0.061
"P30","Nunca la votaría",0.641,0.326,0.723,0.227
"P30","No sabe",0.244,0.194,0.088,0.671
"P31","Lo votaría",0.244,0.031,0.108,0.061
"P31","Puede que lo vote",0.02,0.451,0.116,0.139
