"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P08","Del Frente de Todos y el peronismo",0.098,0.107,0.363,0.233
"P08","De Juntos por el cambio",0.56,0.453,0.212,0.162
"P08","De los Liberales libertarios",0.217,0.244,0.256,0.273
"P08","De la Izquierda",0.012,0.017,0.046,0.013
"P08","No sabe",0.113,0.179,0.123,0.319
"P09","A Sergio Massa",0.452,0.477,0.236,0.213
"P09","A Daniel Scioli",0.271,0.066,0.134,0.088
"P09","A algún candidato del peronismo",0.045,0.092,0.148,0.189
"P09","A algún candidato del kirchnerismo",0.232,0.365,0.482,0.51
"P10","A Horacio Rodriguez Larreta",0.115,0.205,0.149,0.21
"P10","A Patricia Bullrich",0.759,0.691,0.685,0.642
"P10","A Facundo Manes",0.113,0.047,0.054,0.141
"P10","A Gerardo Morales",0.013,0.057,0.112,0.007
"P11","Alfredo Cornejo por Cambia Mendoza",0.265,0.44,0.234,0.249
"P11","Luis Petri por Cambia Mendoza",0.516,0.105,0.025,0.026
"P11","Omar De Marchi por La Unión Mendocina",0.08,0.201,0.204,0.137
"P11","Omar Parisi por Elegí Mendoza",0.047,0.045,0.134,0.069
"P11","Guillermo Carmona por Elegí Mendoza",0.038,0.065,0.116,0.043
"P11","Nicolás Guillén por Elegí Mendoza",0.017,0.009,0.02,0.007
"P11","Alfredo Guevara por Elegí Mendoza",0,0.012,0.053,0.006
"P11","Lautaro Giménez por el Frente de Izquierda",0,0,0.043,0.017
"P11","Victor da Vila por el Frente de Izquierda",0,0.006,0.014,0.016
"P11","No sabe",0.037,0.117,0.157,0.43
"P14","Alfredo Cornejo a gobernador y Hebe Casado a vicegobernadora por Cambia Mendoza",0.282,0.35,0.198,0.24
"P14","Luis Petri a gobernador y Patricia Giménez a vicegobernadora por Cambia Mendoza",0.498,0.216,0.14,0.097
"P14","Omar De Marchi a gobernador y Daniel Orozco a vicegobernador por “La Unión Mendocina”",0.078,0.178,0.227,0.132
"P14","Omar Parisi a gobernador y Lucas Ilardo a vicegobernador por Elegí Mendoza",0.046,0.113,0.138,0.124
"P14","Guillermo Carmona a gobernador y Liliana Paponet a vicegobernadora por Elegí Mendoza",0.03,0.048,0.078,0.085
"P14","Nicolás Guillén a gobernador y Lorena Martin a vicegobernadora por Elegí Mendoza",0.032,0.017,0.03,0.052
"P14","Alfredo Guevara a gobernador y Patricia Galván a vicegobernadora por Elegí Mendoza",0.009,0.017,0.028,0.005
"P14","Lautaro Giménez a gobernador y Noelia Barbeito a vicegobernadora por el Frente de Izquierda",0,0.005,0.031,0.01
"P14","Victor da Vila a gobernador y Nadya Ortiz Gazzo a vicegobernadora por el Frente de Izquierda",0.003,0.002,0.015,0.014
"P14","No sabe",0.022,0.054,0.115,0.241
"P17","Alfredo Cornejo por Cambia Mendoza con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta, Mauricio Macri y una parte de la UCR",0.327,0.341,0.188,0.13
"P17","Luis Petri por Cambia Mendoza con el apoyo de Julio Cobos y una parte de la UCR",0.37,0.092,0.013,0.026
"P17","Omar De Marchi por La Unión Mendocina con el apoyo de una parte del PRO y de Javier Milei",0.128,0.266,0.258,0.271
"P17","Omar Parisi por Elegí Mendoza con el apoyo de Anabel Fernández Sagasti y una parte del kirchnerismo",0.065,0.054,0.225,0.167
"P17","Guillermo Carmona por Elegí Mendoza con el apoyo de Emir y Omar Félix, y una parte del PJ",0.01,0.07,0.097,0.067
"P17","Nicolás Guillén por Elegí Mendoza con el apoyo de la Corriente Clasista y Combativa, y los movimientos sociales",0.005,0.01,0.023,0.042
"P17","Alfredo Guevara por Elegí Mendoza con el apoyo de una parte del kirchnerismo",0.062,0.092,0.072,0.072
"P17","Lautaro Giménez por el Frente de Izquierda con el apoyo de Nicolás Del Caño, Myriam Bregman, el Partido Socialista de los Trabajadores y el Movimiento Socialista de los Trabajadores",0,0.001,0.037,0.009
"P17","Victor da Vila por el Frente de Izquierda con el apoyo de Gabriel Solano, Romina Del Plá y el Partido Obrero",0,0.001,0.006,0.004
"P17","No sabe",0.033,0.073,0.081,0.212
"P20","Lo votaría",0.524,0.475,0.252,0.201
"P20","Puede que lo vote",0.16,0.222,0.097,0.092
"P20","Nunca lo votaría",0.243,0.248,0.632,0.284
"P20","No sabe",0.073,0.055,0.019,0.423
"P22","Lo votaría",0.207,0.193,0.178,0.078
"P22","Puede que lo vote",0.231,0.287,0.152,0.13
"P22","Nunca lo votaría",0.475,0.418,0.608,0.252
"P22","No sabe",0.087,0.102,0.062,0.54
"P23","Lo votaría",0.091,0.044,0.175,0.067
"P23","Puede que lo vote",0.101,0.173,0.122,0.046
"P23","Nunca lo votaría",0.691,0.604,0.623,0.263
"P23","No sabe",0.117,0.179,0.08,0.624
"P24","Lo votaría",0.058,0.081,0.13,0.075
"P24","Puede que lo vote",0.082,0.126,0.176,0.036
"P24","Nunca lo votaría",0.754,0.654,0.612,0.285
"P24","No sabe",0.106,0.139,0.082,0.604
"P25","Lo votaría",0.031,0.041,0.042,0.011
"P25","Puede que lo vote",0.074,0.061,0.095,0.025
"P25","Nunca lo votaría",0.801,0.678,0.727,0.237
"P25","No sabe",0.094,0.22,0.136,0.727
"P26","Lo votaría",0.039,0.015,0.048,0.002
"P26","Puede que lo vote",0.032,0.07,0.104,0.04
"P26","Nunca lo votaría",0.795,0.755,0.715,0.263
"P26","No sabe",0.134,0.16,0.133,0.695
"P27","Lo votaría",0.038,0.023,0.04,0.023
"P27","Puede que lo vote",0.03,0.059,0.078,0.029
"P27","Nunca lo votaría",0.8,0.713,0.73,0.269
"P27","No sabe",0.132,0.205,0.152,0.679
"P28","Lo votaría",0.009,0.031,0.016,0.003
"P28","Puede que lo vote",0.056,0.065,0.05,0.069
"P28","Nunca lo votaría",0.803,0.701,0.751,0.285
"P28","No sabe",0.132,0.203,0.183,0.643
"P29","La votaría",0.154,0.167,0.096,0.075
"P29","Puede que la vote",0.128,0.144,0.058,0.087
