"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy positivo",0.196,0.199,0.192,0.25,0.183,0.216,0.149,0.192,0.192,0.203,0.335,0.1,0.063,0.421,0.344,0.018,0.088,0.128,0.207,0.132,0.119,0.221
"Positivo",0.229,0.224,0.235,0.208,0.23,0.244,0.226,0.263,0.216,0.215,0.341,0.156,0.206,0.239,0.407,0.091,0.107,0.196,0.198,0.258,0.215,0.245
"Neutral",0.255,0.26,0.25,0.261,0.248,0.248,0.273,0.252,0.269,0.242,0.176,0.304,0.341,0.135,0.138,0.297,0.294,0.292,0.245,0.275,0.333,0.245
"Algo negativo",0.106,0.105,0.107,0.063,0.129,0.097,0.107,0.087,0.118,0.109,0.042,0.165,0.135,0.096,0.031,0.168,0.159,0.076,0.102,0.134,0.092,0.1
"Negativo",0.142,0.157,0.128,0.149,0.136,0.133,0.162,0.135,0.121,0.173,0.053,0.21,0.106,0.078,0.033,0.31,0.265,0.24,0.169,0.13,0.151,0.125
"No sabe",0.072,0.055,0.088,0.069,0.074,0.062,0.083,0.071,0.084,0.058,0.053,0.065,0.149,0.031,0.047,0.116,0.087,0.068,0.079,0.071,0.09,0.064
