"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Ha aumentado significativamente",0.08,0.079,0.081,0.123,0.077,0.071,0.055,0.082,0.081,0.076,0.126,0.053,0.054,0.186,0.141,0.023,0.021,0.091,0.081,0.08,0.13,0.072
"Ha aumentado ligeramente",0.206,0.216,0.196,0.204,0.216,0.188,0.212,0.191,0.205,0.221,0.259,0.175,0.101,0.289,0.271,0.167,0.143,0.114,0.205,0.212,0.227,0.202
"Se mantiene igual",0.292,0.277,0.307,0.291,0.297,0.279,0.301,0.292,0.283,0.302,0.321,0.28,0.314,0.271,0.257,0.266,0.403,0.152,0.291,0.303,0.268,0.292
"Ha disminuido ligeramente",0.211,0.209,0.212,0.189,0.205,0.225,0.225,0.243,0.201,0.193,0.167,0.238,0.225,0.154,0.206,0.215,0.242,0.29,0.219,0.235,0.183,0.198
"Ha disminuido significativamente",0.211,0.219,0.204,0.193,0.205,0.237,0.207,0.192,0.23,0.208,0.127,0.254,0.306,0.1,0.125,0.329,0.191,0.353,0.204,0.17,0.192,0.236
