"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Si",0.544,0.551,0.537,0.534,0.525,0.567,0.559,0.579,0.557,0.499,0.566,0.538,0.53,0.599,0.537,0.46,0.398,0.423,0.512,0.588,0.41,0.57
"No",0.456,0.449,0.463,0.466,0.475,0.433,0.441,0.421,0.443,0.501,0.434,0.462,0.47,0.401,0.463,0.54,0.602,0.577,0.488,0.412,0.59,0.43
