"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Muy buena",0.109,0.122,0.096,0.164,0.106,0.104,0.069,0.108,0.121,0.096,0.169,0.075,0.032,0.176,0.096,0.058,0.058,0.262,0.106,0.106,0.17,0.104
"Buena",0.295,0.309,0.282,0.291,0.295,0.305,0.288,0.274,0.283,0.327,0.387,0.244,0.224,0.42,0.44,0.223,0.189,0.254,0.307,0.264,0.282,0.3
"Regular",0.385,0.372,0.398,0.3,0.381,0.399,0.454,0.383,0.373,0.401,0.311,0.433,0.423,0.255,0.291,0.499,0.586,0.252,0.376,0.386,0.409,0.389
"Mala",0.142,0.126,0.156,0.14,0.142,0.148,0.133,0.149,0.154,0.121,0.088,0.174,0.255,0.106,0.13,0.143,0.109,0.095,0.136,0.178,0.115,0.135
"Muy mala",0.069,0.071,0.068,0.105,0.076,0.044,0.056,0.086,0.069,0.055,0.045,0.074,0.066,0.043,0.043,0.077,0.058,0.137,0.075,0.066,0.024,0.072
