"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.409,0.411,0.408,0.386,0.42,0.435,0.375,0.441,0.38,0.415,0.741,0.197,0.312,0.724,0.707,0.085,0.215,0.101,0.395,0.38,0.418,0.433
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.337,0.378,0.299,0.442,0.369,0.286,0.238,0.296,0.345,0.367,0.145,0.474,0.342,0.128,0.123,0.44,0.265,0.815,0.339,0.386,0.374,0.311
"En blanco",0.141,0.124,0.156,0.092,0.117,0.165,0.205,0.126,0.152,0.141,0.058,0.203,0.162,0.096,0.107,0.332,0.359,0.062,0.156,0.119,0.113,0.14
"No sabe",0.113,0.087,0.137,0.08,0.094,0.114,0.182,0.137,0.123,0.077,0.056,0.126,0.184,0.052,0.063,0.143,0.161,0.022,0.11,0.115,0.095,0.116
