"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Centro","Norte","Sur","Buenos Aires"
"Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.119,0.131,0.108,0.126,0.141,0.091,0.102,0.157,0.109,0.097,0.092,0.196,0.203,0.086,0.112,0.399,0.25,0.089,0.1,0.181,0.139,0.108
"Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.1,0.119,0.084,0.14,0.107,0.065,0.097,0.135,0.117,0.049,0.077,0.18,0.033,0.068,0.077,0.311,0.063,0.097,0.095,0.182,0.064,0.078
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.248,0.267,0.23,0.209,0.286,0.231,0.224,0.246,0.247,0.252,0.246,0.242,0.454,0.187,0.156,0.168,0.222,0.385,0.257,0.266,0.274,0.23
"Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.219,0.219,0.219,0.219,0.214,0.231,0.213,0.168,0.175,0.318,0.235,0.166,0.079,0.286,0.419,0.122,0.186,0.398,0.268,0.102,0.19,0.229
"En blanco",0.193,0.185,0.2,0.206,0.147,0.237,0.222,0.164,0.208,0.201,0.221,0.115,0.204,0.23,0.193,0,0.151,0.031,0.189,0.115,0.28,0.215
"No sabe",0.121,0.079,0.159,0.1,0.105,0.145,0.142,0.13,0.144,0.083,0.129,0.101,0.027,0.143,0.043,0,0.128,0,0.091,0.154,0.053,0.14
