"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.352,0.343,0.362,0.434,0.321,0.329,0.335,0.355,0.345,0.362,0.627,0.096,0.249
"Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.284,0.313,0.257,0.257,0.194,0.368,0.404,0.321,0.262,0.277,0.094,0.598,0.351
"Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.12,0.139,0.102,0.109,0.183,0.084,0.052,0.051,0.166,0.127,0.048,0.153,0.165
"Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.022,0.009,0.034,0,0.046,0.009,0.019,0.017,0.023,0.028,0.014,0.021,0.008
"En blanco",0.084,0.093,0.075,0.06,0.102,0.078,0.086,0.122,0.056,0.085,0.08,0.047,0.111
"No sabe",0.138,0.103,0.17,0.14,0.154,0.132,0.104,0.134,0.148,0.121,0.137,0.085,0.116
