"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P21","Axel Kicillof a gobernador y Damian Selci a intendente por Unión por la Patria",0.387,0.411,0.315,0.319,0.122
"P21","Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.263,0.349,0.305,0.252,0.31
"P21","Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.186,0.093,0.107,0.058,0
"P21","Al candidato a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.018,0.048,0.052,0.015,0
"P21","En blanco",0.07,0.057,0.062,0.155,0
"P21","No sabe",0.076,0.042,0.159,0.201,0.568
"P22","Lo votaría",0.348,0.372,0.252,0.415,0.151
"P22","Puede que lo vote",0.282,0.238,0.248,0.133,0.761
"P22","Nunca lo votaría",0.275,0.314,0.288,0.278,0
"P22","No sabe",0.095,0.076,0.212,0.174,0.088
"P23","Lo votaría",0.385,0.317,0.258,0.31,0.408
"P23","Puede que lo vote",0.196,0.195,0.274,0.148,0.041
"P23","Nunca lo votaría",0.287,0.369,0.328,0.441,0.042
"P23","No sabe",0.132,0.119,0.14,0.101,0.509
"P24","La votaría",0.222,0.208,0.279,0.363,0.179
"P24","Puede que la vote",0.215,0.171,0.271,0.228,0.252
"P24","Nunca la votaría",0.455,0.485,0.331,0.324,0.061
"P24","No sabe",0.108,0.136,0.119,0.085,0.508
"P25","Lo votaría",0.188,0.254,0.235,0.527,0.166
"P25","Puede que lo vote",0.221,0.156,0.258,0.062,0.646
"P25","Nunca lo votaría",0.526,0.466,0.333,0.308,0.076
"P25","No sabe",0.065,0.124,0.174,0.103,0.112
"P26","Lo votaría",0.209,0.119,0.141,0.329,0.116
"P26","Puede que lo vote",0.158,0.186,0.257,0.029,0.139
"P26","Nunca lo votaría",0.527,0.528,0.4,0.579,0.133
"P26","No sabe",0.106,0.167,0.202,0.063,0.612
"P27","Lo votaría",0.085,0.087,0.076,0.301,0.115
"P27","Puede que lo vote",0.192,0.131,0.166,0,0.588
"P27","Nunca lo votaría",0.597,0.62,0.535,0.596,0.182
"P27","No sabe",0.126,0.162,0.223,0.103,0.115
"P28","Lo votaría",0.445,0.372,0.314,0.404,0.751
"P28","Puede que lo vote",0.115,0.099,0.207,0.075,0
"P28","Nunca lo votaría",0.393,0.461,0.438,0.419,0.134
"P28","No sabe",0.047,0.068,0.041,0.102,0.115
"P29","La votaría",0.162,0.173,0.236,0.357,0.191
"P29","Puede que la vote",0.268,0.258,0.249,0.074,0
"P29","Nunca la votaría",0.504,0.486,0.444,0.379,0.188
"P29","No sabe",0.066,0.083,0.071,0.19,0.621
"P30","Lo votaría",0.219,0.293,0.252,0.419,0.115
"P30","Puede que lo vote",0.163,0.154,0.191,0.076,0.077
"P30","Nunca lo votaría",0.513,0.466,0.411,0.358,0.188
"P30","No sabe",0.105,0.087,0.146,0.147,0.62
"P31","Lo votaría",0.175,0.375,0.323,0.453,0.169
"P31","Puede que lo vote",0.226,0.186,0.204,0.113,0.506
"P31","Nunca lo votaría",0.552,0.382,0.373,0.326,0.211
"P31","No sabe",0.047,0.057,0.1,0.108,0.114
"P32","La votaría",0.214,0.135,0.167,0.333,0.114
"P32","Puede que la vote",0.172,0.123,0.117,0.098,0.106
"P32","Nunca la votaría",0.506,0.61,0.554,0.421,0.159
"P32","No sabe",0.108,0.132,0.162,0.148,0.621
"P33","Lo votaría",0.288,0.243,0.167,0.194,0.131
"P33","Puede que lo vote",0.221,0.251,0.244,0.221,0.266
"P33","Nunca lo votaría",0.431,0.456,0.521,0.394,0.032
"P33","No sabe",0.06,0.05,0.068,0.191,0.571
"P34","Lo votaría",0.406,0.357,0.202,0.202,0.217
"P34","Puede que lo vote",0.155,0.157,0.194,0.206,0.12
"P34","Nunca lo votaría",0.412,0.458,0.506,0.452,0.092
"P34","No sabe",0.027,0.028,0.098,0.14,0.571
"P35","Lo votaría",0.205,0.208,0.114,0.117,0.822
"P35","Puede que lo vote",0.306,0.276,0.334,0.29,0.146
"P35","Nunca lo votaría",0.444,0.484,0.404,0.412,0.032
"P35","No sabe",0.045,0.032,0.148,0.181,0
"P36","La votaría",0.384,0.414,0.247,0.365,0.709
"P36","Puede que la vote",0.119,0.157,0.24,0.233,0.119
"P36","Nunca la votaría",0.474,0.413,0.385,0.341,0.172
"P36","No sabe",0.023,0.016,0.128,0.061,0
"P37","Lo votaría",0.235,0.336,0.296,0.323,0.186
"P37","Puede que lo vote",0.138,0.188,0.264,0.255,0.731
"P37","Nunca lo votaría",0.59,0.454,0.331,0.362,0.083
"P37","No sabe",0.037,0.022,0.109,0.06,0
"P38","Lo votaría",0.299,0.188,0.174,0.209,0.827
"P38","Puede que lo vote",0.157,0.266,0.192,0.275,0.031
"P38","Nunca lo votaría",0.527,0.488,0.453,0.359,0.142
"P38","No sabe",0.017,0.058,0.181,0.157,0
"P39","Si",0.457,0.446,0.262,0.131,0.282
"P39","No",0.543,0.554,0.738,0.869,0.718
