"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.45,0.339,0.338,0.168
"P05","Bastante",0.37,0.322,0.352,0.169
"P05","Poco",0.131,0.25,0.243,0.364
"P05","Nada",0.039,0.078,0.064,0.152
"P05","No sabe",0.01,0.011,0.003,0.147
"P06","Siempre",0.258,0.201,0.221,0.212
"P06","Casi siempre",0.408,0.386,0.417,0.312
"P06","Casi nunca",0.212,0.288,0.259,0.313
"P06","Nunca, pero esta es una excepción",0.122,0.125,0.103,0.163
"P08","Unión por la Patria y el peronismo",0.765,0.472,0.098,0.251
"P08","Juntos por el Cambio",0.09,0.197,0.531,0.145
"P08","De los Liberales libertarios",0.045,0.134,0.215,0.012
"P08","De la Izquierda",0.02,0.028,0.013,0.077
"P08","No sabe",0.08,0.169,0.143,0.515
"P09","A Sergio Massa",0.316,0.476,0.183,0.642
"P09","A Daniel Scioli",0.061,0.151,0.458,0.096
"P09","A algún candidato del peronismo",0.045,0.188,0.309,0.262
"P09","Wado de Pedro",0.578,0.185,0.05,0
"P10","A Horacio Rodriguez Larreta",0.424,0.252,0.204,0.381
"P10","A Patricia Bullrich",0.393,0.72,0.773,0.547
"P10","A Facundo Manes",0.101,0.028,0.022,0.072
"P10","A Gerardo Morales",0.082,0,0.001,0
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.346,0.266,0.044,0.203
"P11","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.443,0.184,0.055,0.092
"P11","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.037,0.261,0.417,0.084
"P11","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.037,0.062,0.165,0.11
"P11","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.06,0.156,0.202,0.028
"P11","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.005,0.002,0.009,0.043
"P11","En blanco",0.015,0.005,0.017,0
"P11","No sabe",0.057,0.064,0.091,0.44
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Damián Selci a intendente por Unión por la Patria",0.529,0.304,0.074,0.187
"P13","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.221,0.248,0.048,0.039
"P13","Daniel Scioli a presidente, Victoria Tolosa Paz gobernadora y su candidato a intendente por Unión por la Patria",0.044,0.084,0.073,0.017
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.074,0.14,0.351,0.084
"P13","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Lucas Delfino a intendente por Juntos por el Cambio",0.046,0.065,0.181,0.126
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.018,0.09,0.178,0.015
"P13","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda",0.017,0.008,0.007,0.031
"P13","En blanco",0.035,0.026,0.051,0.081
"P13","No sabe",0.016,0.035,0.037,0.42
"P14","Wado de Pedro a presidente, Axel Kicillof a gobernador y Juan Zabaleta a intendente por Unión por la Patria",0.667,0.531,0.062,0.22
"P14","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Andrea Giorgini a intendenta por Juntos por el Cambio",0.059,0.148,0.494,0.231
"P14","Javier Milei a presidente, Carolina Piparo a gobernadora y Rafael De Francesco a intendente por la Libertad Avanza",0.041,0.192,0.236,0.012
"P14","Al candidato a presidente, a gobernador y Alejandro Chayán a intendente por el Frente de Izquierda ",0.026,0.008,0.015,0.05
