"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.399,0.374,0.421,0.301,0.434,0.398,0.4,0.416,0.382,0.405,0.732,0.136,0.241,0.419,0.356
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.33,0.398,0.266,0.53,0.351,0.296,0.206,0.287,0.342,0.351,0.17,0.431,0.373,0.318,0.356
"En blanco",0.143,0.117,0.168,0.107,0.129,0.151,0.181,0.133,0.141,0.154,0.066,0.231,0.146,0.141,0.147
"No sabe",0.128,0.111,0.145,0.062,0.086,0.155,0.213,0.164,0.135,0.09,0.032,0.202,0.24,0.122,0.141
