"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.36,0.332,0.387,0.241,0.311,0.392,0.485,0.338,0.359,0.38,0.203,0.55,0.357,0.379,0.323
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.248,0.318,0.182,0.426,0.281,0.211,0.117,0.242,0.268,0.226,0.147,0.282,0.302,0.227,0.288
"En blanco",0.248,0.243,0.253,0.243,0.262,0.25,0.226,0.211,0.236,0.295,0.438,0.093,0.141,0.251,0.244
"No sabe",0.144,0.107,0.178,0.09,0.146,0.147,0.172,0.209,0.137,0.099,0.212,0.075,0.2,0.143,0.145
