"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.391,0.381,0.4,0.352,0.41,0.401,0.369,0.397,0.372,0.409,0.721,0.127,0.151,0.42,0.331
"Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.386,0.383,0.389,0.342,0.325,0.426,0.472,0.373,0.396,0.384,0.116,0.675,0.424,0.387,0.385
"En blanco",0.132,0.146,0.119,0.248,0.151,0.091,0.073,0.123,0.124,0.149,0.102,0.121,0.192,0.113,0.17
"No sabe",0.091,0.09,0.092,0.058,0.114,0.082,0.086,0.107,0.108,0.058,0.061,0.077,0.233,0.08,0.114
