"var","categoria","Tiene Decidido que va a ir a votar","Tiene dudas sobre si va a ir a  votar","Tiene Decidido que no va a ir a votar"
"P06","Mucho",0.433,0.204,0.195
"P06","Bastante",0.351,0.283,0.18
"P06","Poco",0.153,0.334,0.208
"P06","Nada",0.053,0.148,0.388
"P06","No sabe",0.01,0.031,0.029
"P07","Siempre",0.269,0.104,0.076
"P07","Casi siempre",0.397,0.482,0.112
"P07","Casi nunca",0.232,0.261,0.549
"P07","Nunca, pero esta es una excepción",0.102,0.153,0.263
"P10","Unión por la Patria",0.346,0.184,0.176
"P10","Juntos por el Cambio",0.337,0.263,0.273
"P10","Liberales",0.144,0.168,0.129
"P10","Izquierda",0.029,0.046,0.033
"P10","Otro",0.046,0.082,0.036
"P10","No sabe",0.098,0.257,0.353
"P19","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.295,0.197,0.16
"P19","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.093,0.07,0.119
"P19","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.243,0.187,0.117
"P19","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.114,0.163,0.171
"P19","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.162,0.164,0.117
"P19","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.014,0.037,0.023
"P19","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.011,0.01,0
"P19","Otros",0.027,0.037,0.052
"P19","En blanco",0.006,0.027,0.088
"P19","No sabe",0.035,0.108,0.153
"P22","Totalmente seguro",0.652,0.389,0.359
"P22","Bastante seguro",0.161,0.237,0.156
"P22","Algo seguro",0.102,0.188,0.097
"P22","Para nada seguro",0.085,0.186,0.388
"P29","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.258,0.181,0.261
"P29","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.101,0.088,0.055
"P29","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.261,0.255,0.167
"P29","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.141,0.153,0.177
"P29","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.157,0.133,0.069
"P29","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.016,0.015,0.084
"P29","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.005,0.019,0.008
"P29","Otros",0.027,0.039,0.028
"P29","En blanco",0.013,0.024,0.05
"P29","No sabe",0.021,0.093,0.101
"P34","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.37,0.237,0.288
"P34","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.342,0.296,0.274
"P34","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.166,0.196,0.238
"P34","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.026,0.066,0.008
"P34","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.017,0.043,0
"P34","Otros",0.035,0.041,0
"P34","En blanco",0.011,0.037,0.072
"P34","No sabe",0.033,0.084,0.12
"P35","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.37,0.264,0.267
"P35","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.307,0.235,0.289
"P35","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.193,0.234,0.248
"P35","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.024,0.021,0.012
"P35","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.013,0.068,0.012
"P35","Otros",0.035,0.036,0.009
"P35","En blanco",0.018,0.032,0.088
"P35","No sabe",0.04,0.11,0.075
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.415,0.27,0.302
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.444,0.435,0.463
"P36","En blanco",0.082,0.133,0.16
"P36","No sabe",0.059,0.162,0.075
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.402,0.308,0.349
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.198,0.255,0.289
"P37","En blanco",0.27,0.281,0.21
"P37","No sabe",0.13,0.156,0.152
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.403,0.286,0.329
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.39,0.374,0.286
"P38","En blanco",0.125,0.166,0.255
"P38","No sabe",0.082,0.174,0.13
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.368,0.301,0.305
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.239,0.318,0.291
"P39","En blanco",0.251,0.214,0.273
"P39","No sabe",0.142,0.167,0.131
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.411,0.286,0.338
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.326,0.369,0.348
"P40","En blanco",0.139,0.169,0.201
"P40","No sabe",0.124,0.176,0.113
"P50","Lo votaría",0.37,0.308,0.249
"P50","Puede que lo vote",0.086,0.133,0.112
"P50","Nunca lo votaría",0.503,0.494,0.595
"P50","No sabe",0.041,0.065,0.044
"P51","Lo votaría",0.255,0.196,0.171
"P51","Puede que lo vote",0.125,0.136,0.087
"P51","Nunca lo votaría",0.589,0.587,0.697
"P51","No sabe",0.031,0.081,0.045
"P52","Lo votaría",0.367,0.269,0.273
"P52","Puede que lo vote",0.127,0.251,0.27
"P52","Nunca lo votaría",0.476,0.408,0.369
"P52","No sabe",0.03,0.072,0.088
"P53","Lo votaría",0.287,0.222,0.224
"P53","Puede que lo vote",0.182,0.236,0.262
"P53","Nunca lo votaría",0.495,0.412,0.403
"P53","No sabe",0.036,0.13,0.111
"P54","Lo votaría",0.226,0.119,0.242
"P54","Puede que lo vote",0.151,0.266,0.115
"P54","Nunca lo votaría",0.59,0.483,0.599
"P54","No sabe",0.033,0.132,0.044
"P55","Lo votaría",0.073,0.07,0.029
"P55","Puede que lo vote",0.165,0.168,0.12
"P55","Nunca lo votaría",0.72,0.674,0.766
"P55","No sabe",0.042,0.088,0.085
"P56","Lo votaría",0.035,0.065,0.05
"P56","Puede que lo vote",0.18,0.274,0.097
"P56","Nunca lo votaría",0.725,0.488,0.799
"P56","No sabe",0.06,0.173,0.054
"P60","Si",0.538,0.393,0.279
"P60","No",0.462,0.607,0.721
