"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Totalmente seguro",0.614,0.631,0.598,0.61,0.628,0.607,0.6,0.578,0.62,0.644,0.651,0.644,0.354,0.619,0.604
"Bastante seguro",0.168,0.154,0.182,0.146,0.164,0.174,0.193,0.17,0.161,0.179,0.17,0.166,0.258,0.168,0.171
"Algo seguro",0.111,0.122,0.101,0.13,0.109,0.11,0.096,0.133,0.102,0.099,0.099,0.112,0.135,0.111,0.11
"Para nada seguro",0.107,0.093,0.119,0.114,0.099,0.109,0.111,0.119,0.117,0.078,0.08,0.078,0.253,0.102,0.115
