"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.502,0.278,0.374,0.256
"P06","Bastante",0.328,0.449,0.377,0.309
"P06","Poco",0.117,0.206,0.196,0.215
"P06","Nada",0.048,0.05,0.031,0.196
"P06","No sabe",0.005,0.017,0.022,0.024
"P07","Siempre",0.305,0.196,0.166,0.158
"P07","Casi siempre",0.41,0.498,0.434,0.319
"P07","Casi nunca",0.209,0.228,0.278,0.353
"P07","Nunca, pero esta es una excepción",0.076,0.078,0.122,0.17
"P08","Tiene Decidido que va a ir a votar",0.912,0.819,0.792,0.684
"P08","Tiene dudas sobre si va a ir a  votar",0.066,0.146,0.176,0.181
"P08","Tiene Decidido que no va a ir a votar",0.022,0.035,0.032,0.135
"P10","Unión por la Patria",0.407,0.325,0.208,0.155
"P10","Juntos por el Cambio",0.352,0.41,0.318,0.193
"P10","Liberales",0.163,0.095,0.145,0.062
"P10","Izquierda",0.017,0.028,0.037,0.034
"P10","Otro",0.036,0.065,0.063,0.057
"P10","No sabe",0.025,0.077,0.229,0.499
"P19","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.336,0.306,0.171,0.121
"P19","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.085,0.117,0.108,0.059
"P19","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.263,0.225,0.235,0.122
"P19","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.094,0.203,0.17,0.113
"P19","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.181,0.102,0.173,0.073
"P19","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.009,0.016,0.015,0.037
"P19","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.002,0.006,0.032,0.032
"P19","Otros",0.017,0.017,0.033,0.094
"P19","En blanco",0.006,0.001,0.008,0.049
"P19","No sabe",0.007,0.007,0.055,0.3
"P29","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.257,0.296,0.193,0.197
"P29","Juan Grabois Presidente, Paula Abal Medina Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.109,0.107,0.083,0.032
"P29","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.291,0.195,0.207,0.208
"P29","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.111,0.223,0.187,0.164
"P29","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.166,0.098,0.227,0.059
"P29","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.017,0.022,0.017,0.018
"P29","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.004,0.01,0.008,0.011
"P29","Otros",0.024,0.032,0.028,0.054
"P29","En blanco",0.009,0.011,0.018,0.054
"P29","No sabe",0.012,0.006,0.032,0.203
"P34","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.38,0.371,0.266,0.239
"P34","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.335,0.356,0.348,0.275
"P34","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.189,0.12,0.187,0.098
"P34","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.021,0.03,0.07,0.043
"P34","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.013,0.029,0.04,0.02
"P34","Otros",0.033,0.043,0.018,0.051
"P34","En blanco",0.008,0.013,0.026,0.068
"P34","No sabe",0.021,0.038,0.045,0.206
"P35","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.389,0.347,0.257,0.26
"P35","Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.287,0.351,0.315,0.276
"P35","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.208,0.158,0.249,0.123
"P35","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.017,0.037,0.039,0.017
"P35","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.013,0.023,0.031,0.027
"P35","Otros",0.035,0.031,0.034,0.046
"P35","En blanco",0.019,0.009,0.036,0.038
"P35","No sabe",0.032,0.044,0.039,0.213
"P36","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.43,0.423,0.305,0.242
"P36","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.435,0.472,0.493,0.332
"P36","En blanco",0.084,0.054,0.121,0.144
"P36","No sabe",0.051,0.051,0.081,0.282
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.391,0.429,0.387,0.305
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.213,0.148,0.246,0.178
"P37","En blanco",0.304,0.221,0.207,0.214
"P37","No sabe",0.092,0.202,0.16,0.303
"P38","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.417,0.417,0.342,0.2
"P38","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.376,0.421,0.426,0.329
"P38","En blanco",0.137,0.076,0.138,0.158
"P38","No sabe",0.07,0.086,0.094,0.313
"P39","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.342,0.426,0.353,0.377
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.251,0.186,0.325,0.171
"P39","En blanco",0.283,0.213,0.183,0.174
"P39","No sabe",0.124,0.175,0.139,0.278
"P40","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Unión por la Patria",0.426,0.415,0.337,0.237
"P40","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.331,0.284,0.392,0.215
"P40","En blanco",0.15,0.128,0.146,0.149
"P40","No sabe",0.093,0.173,0.125,0.399
"P50","Lo votaría",0.398,0.353,0.243,0.211
"P50","Puede que lo vote",0.066,0.083,0.227,0.133
"P50","Nunca lo votaría",0.509,0.514,0.466,0.491
"P50","No sabe",0.027,0.05,0.064,0.165
"P51","Lo votaría",0.269,0.246,0.179,0.149
"P51","Puede que lo vote",0.12,0.143,0.15,0.088
"P51","Nunca lo votaría",0.586,0.573,0.617,0.649
"P51","No sabe",0.025,0.038,0.054,0.114
"P52","Lo votaría",0.364,0.395,0.271,0.31
"P52","Puede que lo vote",0.117,0.199,0.21,0.112
"P52","Nunca lo votaría",0.497,0.37,0.471,0.435
"P52","No sabe",0.022,0.036,0.048,0.143
"P53","Lo votaría",0.282,0.31,0.221,0.28
"P53","Puede que lo vote",0.154,0.213,0.342,0.209
"P53","Nunca lo votaría",0.535,0.408,0.396,0.356
"P53","No sabe",0.029,0.069,0.041,0.155
"P54","Lo votaría",0.23,0.163,0.242,0.188
"P54","Puede que lo vote",0.148,0.191,0.22,0.105
"P54","Nunca lo votaría",0.597,0.575,0.475,0.605
"P54","No sabe",0.025,0.071,0.063,0.102
"P55","Lo votaría",0.075,0.082,0.055,0.042
"P55","Puede que lo vote",0.161,0.211,0.122,0.135
"P55","Nunca lo votaría",0.728,0.64,0.783,0.695
"P55","No sabe",0.036,0.067,0.04,0.128
"P56","Lo votaría",0.033,0.066,0.035,0.023
"P56","Puede que lo vote",0.168,0.227,0.256,0.146
"P56","Nunca lo votaría",0.745,0.605,0.651,0.663
"P56","No sabe",0.054,0.102,0.058,0.168
"P60","Si",0.53,0.56,0.529,0.431
"P60","No",0.47,0.44,0.471,0.569
