"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P06","Mucho",0.467,0.429,0.555,0.412
"P06","Bastante",0.362,0.306,0.299,0.277
"P06","Poco",0.138,0.21,0.132,0.203
"P06","Nada",0.029,0.038,0.014,0.063
"P06","No sabe",0.004,0.017,0,0.045
"P07","Siempre",0.254,0.245,0.324,0.32
"P07","Casi siempre",0.461,0.354,0.365,0.38
"P07","Casi nunca",0.212,0.301,0.228,0.149
"P07","Nunca, pero esta es una excepción",0.073,0.1,0.083,0.151
"P08","Tiene Decidido que va a ir a votar",0.885,0.914,0.898,0.871
"P08","Tiene dudas sobre si va a ir a  votar",0.078,0.071,0.05,0.103
"P08","Tiene Decidido que no va a ir a votar",0.037,0.015,0.052,0.026
"P11","Unión por la Patria",0.19,0.072,0.824,0.623
"P11","Juntos por el Cambio",0.641,0.076,0.046,0.045
"P11","Liberales",0.107,0.678,0.036,0.015
"P11","Izquierda",0.023,0.015,0.041,0.016
"P11","Otro",0.009,0.087,0.007,0.062
"P11","No sabe",0.03,0.072,0.046,0.239
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.201,0.062,0.853,0.63
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.684,0.08,0.018,0.031
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.069,0.822,0.03,0.051
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.017,0.012,0.051,0.012
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.003,0.002,0.013,0.044
"P20","Otros",0.007,0.007,0.011,0.099
"P20","En blanco",0,0.01,0.011,0.001
"P20","No sabe",0.019,0.005,0.013,0.132
"P23","Totalmente seguro",0.711,0.73,0.739,0.626
"P23","Bastante seguro",0.171,0.172,0.082,0.133
"P23","Algo seguro",0.08,0.066,0.113,0.09
"P23","Para nada seguro",0.038,0.032,0.066,0.151
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.148,0.085,0.636,0.52
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.497,0.265,0.061,0.048
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.169,0.485,0.067,0.024
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.05,0.021,0.082,0.065
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.037,0.038,0.023,0.066
"P30","Otros",0.041,0.046,0.023,0.082
"P30","En blanco",0.031,0.043,0.092,0.044
"P30","No sabe",0.027,0.017,0.016,0.151
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.259,0.075,0.837,0.656
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.701,0.545,0.037,0.02
"P31","En blanco",0.022,0.22,0.112,0.006
"P31","No sabe",0.018,0.16,0.014,0.318
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.282,0.051,0.838,0.612
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.405,0.896,0.041,0.019
"P33","En blanco",0.167,0.038,0.103,0.024
"P33","No sabe",0.146,0.015,0.018,0.345
"P40","Lo votaría",0.25,0.07,0.825,0.642
"P40","Puede que lo vote",0.056,0.151,0.072,0.11
"P40","Nunca lo votaría",0.67,0.772,0.085,0.051
"P40","No sabe",0.024,0.007,0.018,0.197
"P41","Lo votaría",0.657,0.215,0.056,0.05
"P41","Puede que lo vote",0.172,0.347,0.042,0.054
"P41","Nunca lo votaría",0.141,0.392,0.877,0.689
"P41","No sabe",0.03,0.046,0.025,0.207
"P42","Lo votaría",0.199,0.767,0.024,0.039
"P42","Puede que lo vote",0.301,0.135,0.047,0.053
"P42","Nunca lo votaría",0.465,0.075,0.902,0.703
"P42","No sabe",0.035,0.023,0.027,0.205
"P43","Lo votaría",0.098,0.096,0.121,0.081
"P43","Puede que lo vote",0.105,0.143,0.332,0.253
"P43","Nunca lo votaría",0.733,0.734,0.469,0.392
"P43","No sabe",0.064,0.027,0.078,0.274
"P44","Lo votaría",0.076,0.061,0.036,0.099
"P44","Puede que lo vote",0.219,0.202,0.215,0.175
"P44","Nunca lo votaría",0.652,0.694,0.697,0.407
"P44","No sabe",0.053,0.043,0.052,0.319
"P47","Si",0.576,0.459,0.336,0.525
"P47","No",0.424,0.541,0.664,0.475
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.119,0.078,0.654,0.518
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.677,0.186,0.083,0.099
