"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.254,0.263,0.246,0.206,0.302,0.276,0.182,0.172,0.295,0.271,0.497,0.085,0.112,0.695,0.426,0.019,0.084,0.129,0.271,0.217
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.354,0.285,0.415,0.237,0.271,0.387,0.561,0.432,0.321,0.332,0.12,0.62,0.354,0.109,0.194,0.766,0.555,0.117,0.328,0.413
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.285,0.382,0.198,0.354,0.326,0.221,0.237,0.301,0.295,0.258,0.238,0.271,0.309,0.121,0.181,0.175,0.305,0.75,0.304,0.24
"Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.027,0.022,0.033,0.024,0.04,0.028,0.006,0,0.025,0.052,0.044,0.004,0,0.004,0.093,0,0.019,0.002,0.029,0.024
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.046,0.034,0.057,0.118,0.026,0.058,0.003,0.075,0.025,0.049,0.076,0.011,0.204,0.006,0.089,0.027,0.017,0.002,0.032,0.077
"Otros",0.018,0.008,0.026,0,0.028,0.022,0.008,0.02,0.016,0.017,0.009,0.007,0,0.017,0.014,0.013,0.005,0,0.018,0.017
"En blanco",0.016,0.006,0.025,0.061,0.007,0.008,0.003,0,0.023,0.021,0.016,0.002,0.021,0.048,0.003,0,0.015,0,0.018,0.012
