"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Siempre",0.246,0.236,0.255,0.204,0.244,0.262,0.283,0.305,0.226,0.205,0.275,0.282,0.11,0.357,0.259,0.287,0.193,0.198,0.25,0.238
"Casi siempre",0.346,0.329,0.362,0.227,0.335,0.42,0.43,0.291,0.355,0.402,0.365,0.353,0.391,0.346,0.373,0.435,0.399,0.325,0.357,0.325
"Casi nunca",0.281,0.297,0.267,0.384,0.28,0.244,0.199,0.242,0.303,0.293,0.254,0.265,0.422,0.213,0.259,0.209,0.301,0.302,0.265,0.314
"Nunca, pero esta es una excepción",0.127,0.138,0.116,0.185,0.141,0.074,0.088,0.162,0.116,0.1,0.106,0.1,0.077,0.084,0.109,0.069,0.107,0.175,0.128,0.123
