"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.364,0.337,0.387,0.293,0.377,0.409,0.355,0.356,0.348,0.396,0.699,0.113,0.154,0.827,0.667,0.029,0.149,0.034,0.389,0.311
"Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.239,0.216,0.26,0.112,0.188,0.287,0.431,0.217,0.245,0.256,0.055,0.478,0.19,0.07,0.067,0.771,0.49,0.06,0.22,0.279
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.291,0.36,0.228,0.479,0.33,0.186,0.129,0.303,0.314,0.24,0.164,0.366,0.411,0.07,0.156,0.173,0.171,0.855,0.297,0.277
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.027,0.02,0.032,0.031,0.025,0.027,0.025,0.031,0.015,0.039,0.019,0.004,0.131,0.004,0.05,0.002,0.021,0.017,0.023,0.033
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.014,0.012,0.015,0.027,0.012,0.01,0.009,0.009,0.016,0.016,0.012,0.005,0.036,0.003,0.014,0,0.047,0.013,0.008,0.025
"Otros",0.023,0.028,0.02,0.022,0.03,0.022,0.012,0.042,0.017,0.012,0.013,0.01,0.008,0.001,0.021,0.009,0.032,0.002,0.025,0.021
"En blanco",0.009,0.009,0.01,0.011,0.011,0.007,0.008,0.009,0.007,0.015,0.013,0.004,0.041,0.001,0.003,0.002,0.013,0.007,0.012,0.005
"No sabe",0.033,0.018,0.048,0.025,0.027,0.052,0.031,0.033,0.038,0.026,0.025,0.02,0.029,0.024,0.022,0.014,0.077,0.012,0.026,0.049
