"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.373,0.177,0.1,0.195,0.079
"P07","Casi siempre",0.311,0.466,0.317,0.146,0.072
"P07","Casi nunca",0.22,0.275,0.411,0.294,0.426
"P07","Nunca, pero esta es una excepción",0.096,0.082,0.172,0.365,0.423
"P08","Tiene Decidido que va a ir a votar",0.928,0.91,0.822,0.708,0.695
"P08","Tiene dudas sobre si va a ir a  votar",0.044,0.064,0.098,0.192,0.153
"P08","Tiene Decidido que no va a ir a votar",0.028,0.026,0.08,0.1,0.152
"P11","Unión por la Patria",0.418,0.297,0.254,0.155,0.151
"P11","Juntos por el Cambio",0.217,0.275,0.2,0.127,0.072
"P11","Liberales",0.246,0.254,0.332,0.143,0.114
"P11","Izquierda",0.033,0.036,0.037,0.012,0.065
"P11","Otro",0.042,0.055,0.06,0.098,0.212
"P11","No sabe",0.044,0.083,0.117,0.465,0.386
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.429,0.328,0.286,0.256,0.257
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.231,0.297,0.194,0.138,0.019
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.269,0.285,0.373,0.166,0.542
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.021,0.017,0.053,0.035,0.078
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.013,0.014,0.017,0.017,0
"P20","Otros",0.017,0.018,0.035,0.09,0
"P20","En blanco",0.005,0.009,0.005,0.086,0
"P20","No sabe",0.015,0.032,0.037,0.212,0.104
"P23","Totalmente seguro",0.802,0.676,0.607,0.563,0.697
"P23","Bastante seguro",0.109,0.153,0.181,0.024,0.064
"P23","Algo seguro",0.062,0.111,0.102,0.084,0.179
"P23","Para nada seguro",0.027,0.06,0.11,0.329,0.06
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.325,0.302,0.223,0.203,0.239
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.249,0.279,0.297,0.1,0.074
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.233,0.211,0.213,0.214,0.448
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.059,0.039,0.041,0.096,0
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.028,0.035,0.054,0.019,0.129
"P30","Otros",0.034,0.044,0.046,0.106,0.009
"P30","En blanco",0.05,0.052,0.064,0.172,0
"P30","No sabe",0.022,0.038,0.062,0.09,0.101
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.466,0.361,0.375,0.228,0.214
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.342,0.474,0.379,0.344,0.396
"P31","En blanco",0.119,0.091,0.088,0.046,0
"P31","No sabe",0.073,0.074,0.158,0.382,0.39
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.309,0.354,0.256,0.278,0.093
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.279,0.294,0.384,0.354,0.416
"P32","En blanco",0.292,0.233,0.194,0.106,0
"P32","No sabe",0.12,0.119,0.166,0.262,0.491
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.463,0.369,0.309,0.234,0.224
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.368,0.441,0.492,0.294,0.377
"P33","En blanco",0.096,0.103,0.055,0.161,0
"P33","No sabe",0.073,0.087,0.144,0.311,0.399
"P40","Lo votaría",0.462,0.32,0.381,0.15,0.266
"P40","Puede que lo vote",0.052,0.106,0.136,0.44,0.119
"P40","Nunca lo votaría",0.459,0.542,0.419,0.289,0.452
"P40","No sabe",0.027,0.032,0.064,0.121,0.163
"P41","Lo votaría",0.292,0.35,0.227,0.206,0.498
"P41","Puede que lo vote",0.126,0.201,0.249,0.445,0.077
"P41","Nunca lo votaría",0.557,0.375,0.438,0.215,0.157
"P41","No sabe",0.025,0.074,0.086,0.134,0.268
"P42","Lo votaría",0.281,0.338,0.314,0.181,0.607
"P42","Puede que lo vote",0.139,0.165,0.173,0.401,0
"P42","Nunca lo votaría",0.56,0.45,0.387,0.274,0.186
"P42","No sabe",0.02,0.047,0.126,0.144,0.207
"P43","Lo votaría",0.13,0.079,0.056,0.034,0.297
"P43","Puede que lo vote",0.181,0.201,0.17,0.388,0.13
"P43","Nunca lo votaría",0.631,0.643,0.629,0.456,0.262
"P43","No sabe",0.058,0.077,0.145,0.122,0.311
"P44","Lo votaría",0.073,0.053,0.047,0.058,0.341
"P44","Puede que lo vote",0.174,0.247,0.213,0.387,0.038
"P44","Nunca lo votaría",0.703,0.593,0.625,0.445,0.22
"P44","No sabe",0.05,0.107,0.115,0.11,0.401
"P47","Si",0.417,0.595,0.457,0.386,0.245
"P47","No",0.583,0.405,0.543,0.614,0.755
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.28,0.234,0.247,0.152,0
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.401,0.311,0.327,0.427,0.128
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.228,0.342,0.284,0.34,0.692
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.016,0.036,0.044,0,0
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.066,0.022,0.054,0.027,0
"P48","Otros",0.004,0.022,0.038,0.054,0.18
"P48","En blanco",0.005,0.033,0.006,0,0
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.37,0.255,0.354,0.24,0
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.432,0.42,0.289,0.517,0.254
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.109,0.214,0.227,0.107,0
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.056,0.028,0.015,0.034,0.746
"P49","Otros",0.021,0.023,0.01,0.102,0
"P49","En blanco",0.012,0.06,0.105,0,0
"P50","Al candidato a intendente de Union por la Patria",0.343,0.235,0.358,0.151,0
"P50","Al candidato a intendente por Juntos por el Cambio",0.41,0.475,0.401,0.499,0.23
"P50","Al candidato a intendente por la Libertad Avanza",0.133,0.164,0.109,0.148,0
"P50","Al candidato a intendente por el Frente de Izquierda",0.043,0.04,0.022,0,0
"P50","Otros",0.056,0.027,0.025,0.091,0.77
"P50","En blanco",0.015,0.059,0.085,0.111,0
"P51","Totalmente seguro",0.733,0.64,0.516,0.421,0.232
"P51","Bastante seguro",0.142,0.164,0.275,0.239,0
"P51","Algo seguro",0.064,0.092,0.177,0.236,0.768
"P51","Para nada seguro",0.061,0.104,0.032,0.104,0
"P52","Si",0.481,0.473,0.397,0.218,0.467
"P52","No",0.519,0.527,0.603,0.782,0.533
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.42,0.326,0.292,0.264,0.212
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.236,0.278,0.219,0.129,0.028
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.281,0.306,0.356,0.176,0.565
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.027,0.057,0.031,0.071
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.022,0.01,0.025,0.036,0
"PRESIDENTE","Otros",0.013,0.021,0.02,0.071,0.026
"PRESIDENTE","En blanco",0.006,0.017,0.007,0.081,0
"PRESIDENTE","No sabe",0.01,0.015,0.024,0.212,0.098
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.446,0.33,0.303,0.271,0.207
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.25,0.321,0.228,0.147,0.019
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.246,0.26,0.345,0.163,0.544
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.019,0.022,0.049,0.036,0.127
"GOBERNADOR","Otros",0.018,0.023,0.02,0.092,0
"GOBERNADOR","En blanco",0.009,0.026,0.027,0.086,0
"GOBERNADOR","No sabe",0.012,0.018,0.028,0.205,0.103
"CORTA_PRESIDENTE","Si",0.123,0.164,0.214,0.233,0.128
"CORTA_PRESIDENTE","No",0.877,0.836,0.786,0.767,0.872
"CORTA_GOBERNADOR","Si",0.167,0.276,0.251,0.226,0.216
"CORTA_GOBERNADOR","No",0.833,0.724,0.749,0.774,0.784
