"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","GBA","Interior"
"Tiene Decidido que va a ir a votar",0.887,0.889,0.886,0.872,0.899,0.91,0.85,0.85,0.884,0.936,0.894,0.934,0.669,0.915,0.881,0.929,0.901,0.932,0.9,0.862
"Tiene dudas sobre si va a ir a  votar",0.07,0.06,0.079,0.065,0.075,0.058,0.08,0.084,0.081,0.037,0.079,0.034,0.153,0.055,0.062,0.049,0.086,0.049,0.062,0.087
"Tiene Decidido que no va a ir a votar",0.043,0.051,0.035,0.063,0.026,0.032,0.07,0.066,0.035,0.027,0.027,0.032,0.178,0.03,0.057,0.022,0.013,0.019,0.038,0.051
