"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Mucho",0.445,0.425,0.558,0.186
"P06","Bastante",0.345,0.325,0.29,0.282
"P06","Poco",0.168,0.178,0.131,0.402
"P06","Nada",0.017,0.072,0.016,0.079
"P06","No sabe",0.025,0,0.005,0.051
"P07","Siempre",0.243,0.2,0.299,0.189
"P07","Casi siempre",0.384,0.479,0.424,0.331
"P07","Casi nunca",0.266,0.288,0.191,0.267
"P07","Nunca, pero esta es una excepción",0.107,0.033,0.086,0.213
"P08","Tiene Decidido que va a ir a votar",0.93,0.879,0.902,0.792
"P08","Tiene dudas sobre si va a ir a  votar",0.048,0.082,0.075,0.103
"P08","Tiene Decidido que no va a ir a votar",0.022,0.039,0.023,0.105
"P11","Unión por la Patria",0.055,0.123,0.675,0.11
"P11","Juntos por el Cambio",0.18,0.485,0.213,0.209
"P11","Liberales",0.635,0.191,0.027,0.129
"P11","Izquierda",0.013,0.061,0.026,0.01
"P11","Otro",0.065,0.045,0.018,0.042
"P11","No sabe",0.052,0.095,0.041,0.5
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.036,0.111,0.697,0.169
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.187,0.605,0.203,0.206
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.758,0.139,0.031,0.09
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.014,0.043,0.025,0.01
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0,0.028,0.007,0.042
"P20","Otros",0.002,0.016,0.015,0.192
"P20","En blanco",0,0.019,0.005,0.004
"P20","No sabe",0.003,0.039,0.017,0.287
"P23","Totalmente seguro",0.75,0.623,0.749,0.393
"P23","Bastante seguro",0.151,0.184,0.145,0.172
"P23","Algo seguro",0.083,0.102,0.07,0.139
"P23","Para nada seguro",0.016,0.091,0.036,0.296
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.062,0.107,0.498,0.205
"P30","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.262,0.431,0.223,0.234
"P30","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.509,0.269,0.04,0.029
"P30","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.018,0.055,0.079,0.02
"P30","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.039,0.06,0.033,0.077
"P30","Otros",0.051,0.04,0.035,0.054
"P30","En blanco",0.042,0.015,0.06,0.068
"P30","No sabe",0.017,0.023,0.032,0.313
"P31","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.054,0.195,0.71,0.165
"P31","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.591,0.737,0.203,0.291
"P31","En blanco",0.202,0.025,0.05,0.064
"P31","No sabe",0.153,0.043,0.037,0.48
"P32","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.215,0.63,0.318,0.225
"P32","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.749,0.255,0.046,0.133
"P32","En blanco",0.019,0.071,0.448,0.127
"P32","No sabe",0.017,0.044,0.188,0.515
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.037,0.188,0.703,0.146
"P33","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.881,0.653,0.07,0.217
"P33","En blanco",0.047,0.055,0.133,0.094
"P33","No sabe",0.035,0.104,0.094,0.543
"P40","Lo votaría",0.058,0.158,0.688,0.148
"P40","Puede que lo vote",0.092,0.175,0.063,0.125
"P40","Nunca lo votaría",0.834,0.644,0.233,0.252
"P40","No sabe",0.016,0.023,0.016,0.475
"P41","Lo votaría",0.375,0.495,0.21,0.179
"P41","Puede que lo vote",0.256,0.351,0.074,0.141
"P41","Nunca lo votaría",0.327,0.111,0.695,0.199
"P41","No sabe",0.042,0.043,0.021,0.481
"P43","Lo votaría",0.122,0.058,0.112,0.006
"P43","Puede que lo vote",0.077,0.223,0.26,0.112
"P43","Nunca lo votaría",0.772,0.651,0.558,0.313
"P43","No sabe",0.029,0.068,0.07,0.569
"P44","Lo votaría",0.066,0.051,0.067,0.089
"P44","Puede que lo vote",0.184,0.254,0.213,0.138
"P44","Nunca lo votaría",0.713,0.598,0.656,0.225
"P44","No sabe",0.037,0.097,0.064,0.548
"P47","Si",0.501,0.674,0.377,0.657
"P47","No",0.499,0.326,0.623,0.343
"P48","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.047,0.092,0.561,0.049
"P48","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.297,0.632,0.232,0.384
"P48","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.647,0.213,0.06,0.014
"P48","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.006,0.012,0.051,0.052
"P48","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0.043,0.063,0.203
"P48","Otros",0.003,0.008,0.012,0.165
"P48","En blanco",0,0,0.021,0.133
"P49","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.091,0.143,0.642,0.195
"P49","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.474,0.679,0.22,0.237
"P49","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.38,0.109,0.037,0.025
"P49","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.022,0.036,0.062,0.027
"P49","Otros",0.009,0.033,0.015,0.079
"P49","En blanco",0.024,0,0.024,0.437
"P50","Al candidato a intendente de Union por la Patria",0.104,0.132,0.585,0.189
"P50","Al candidato a intendente por Juntos por el Cambio",0.506,0.701,0.25,0.242
"P50","Al candidato a intendente por la Libertad Avanza",0.332,0.063,0.03,0.103
"P50","Al candidato a intendente por el Frente de Izquierda",0.017,0.022,0.07,0.02
"P50","Otros",0.022,0.066,0.048,0.04
"P50","En blanco",0.019,0.016,0.017,0.406
"P51","Totalmente seguro",0.696,0.576,0.735,0.36
"P51","Bastante seguro",0.214,0.193,0.14,0.032
"P51","Algo seguro",0.056,0.162,0.066,0.218
"P51","Para nada seguro",0.034,0.069,0.059,0.39
"P52","Si",0.383,0.431,0.507,0.611
"P52","No",0.617,0.569,0.493,0.389
"PRESIDENTE","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria",0.034,0.113,0.685,0.187
"PRESIDENTE","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.215,0.563,0.198,0.332
"PRESIDENTE","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.742,0.206,0.043,0.012
"PRESIDENTE","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.005,0.027,0.031,0.027
"PRESIDENTE","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0,0.024,0.022,0.121
"PRESIDENTE","Otros",0.003,0.016,0.008,0.143
"PRESIDENTE","En blanco",0,0.021,0.008,0.082
"PRESIDENTE","No sabe",0.001,0.03,0.005,0.096
"GOBERNADOR","Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.047,0.125,0.703,0.25
"GOBERNADOR","Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.291,0.609,0.201,0.221
"GOBERNADOR","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.632,0.142,0.035,0.02
"GOBERNADOR","Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.012,0.037,0.031,0.012
"GOBERNADOR","Otros",0.005,0.038,0.01,0.119
"GOBERNADOR","En blanco",0.01,0.019,0.012,0.2
"GOBERNADOR","No sabe",0.003,0.03,0.008,0.178
"CORTA_PRESIDENTE","Si",0.155,0.201,0.111,0.411
"CORTA_PRESIDENTE","No",0.845,0.799,0.889,0.589
"CORTA_GOBERNADOR","Si",0.283,0.255,0.129,0.543
"CORTA_GOBERNADOR","No",0.717,0.745,0.871,0.457
