"var","categoria","Si","No"
"P06","Mucho",0.423,0.54
"P06","Bastante",0.396,0.245
"P06","Poco",0.152,0.164
"P06","Nada",0.023,0.033
"P06","No sabe",0.006,0.018
"P07","Siempre",0.253,0.265
"P07","Casi siempre",0.424,0.422
"P07","Casi nunca",0.241,0.212
"P07","Nunca, pero esta es una excepción",0.082,0.101
"P08","Tiene Decidido que va a ir a votar",0.885,0.921
"P08","Tiene dudas sobre si va a ir a  votar",0.083,0.059
"P08","Tiene Decidido que no va a ir a votar",0.032,0.02
"P11","Unión por la Patria",0.261,0.461
"P11","Juntos por el Cambio",0.298,0.214
"P11","Liberales",0.272,0.221
"P11","Izquierda",0.046,0.011
"P11","Otro",0.028,0.035
"P11","No sabe",0.095,0.058
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.273,0.462
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente y Nestor Grindetti gobernador, Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.339,0.205
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.26,0.279
"P20","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.032,0.011
"P20","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.021,0.001
"P20","Otros",0.03,0.014
"P20","En blanco",0.005,0.007
"P20","No sabe",0.04,0.021
"P23","Totalmente seguro",0.611,0.824
"P23","Bastante seguro",0.199,0.098
"P23","Algo seguro",0.115,0.056
"P23","Para nada seguro",0.075,0.022
"P30","Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Union por la Patria",0.219,0.352
