"var","categoria","Si","No"
"P06","Tiene Decidido que va a ir a votar",0.918,0.808
"P06","Tiene dudas sobre si va a ir a  votar",0.069,0.154
"P06","Tiene Decidido que no va a ir a votar",0.013,0.038
"P07","Mucho",0.523,0.389
"P07","Bastante",0.302,0.306
"P07","Poco",0.152,0.173
"P07","Nada",0.006,0.098
"P07","No sabe",0.017,0.034
"P08","Siempre",0.326,0.242
"P08","Casi siempre",0.379,0.282
"P08","Casi nunca",0.233,0.339
"P08","Nunca, pero esta es una excepción",0.062,0.137
"P11","Unión por la Patria",0.289,0.252
"P11","Juntos por el Cambio",0.278,0.229
"P11","Juntos Somos Río Negro",0.099,0.129
"P11","Liberales",0.187,0.169
"P11","Izquierda",0.026,0.046
"P11","Otro",0.039,0.044
"P11","No sabe",0.082,0.131
"P12","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.266,0.237
"P12","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.092,0.086
"P12","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.221,0.209
"P12","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.069,0.08
"P12","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.055,0.059
"P12","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.258,0.224
"P12","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.015,0.017
"P12","En blanco",0.008,0.009
"P12","No sabe",0.016,0.079
"P16","Totalmente seguro",0.661,0.571
"P16","Bastante seguro",0.159,0.13
"P16","Algo seguro",0.113,0.156
"P16","Para nada seguro",0.067,0.143
"P17","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.049,0.341
"P17","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.114,0
"P17","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.308,0.151
"P17","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.118,0.123
"P17","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.088,0.018
"P17","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0.02
"P17","En blanco",0.323,0.194
"P17","No sabe",0,0.153
"P20","Sí",0.572,0.556
"P20","No",0.428,0.444
"P21","Martín Soria a Diputado Nacional por Unión por la Patria",0.237,0.294
"P21","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.24,0.131
"P21","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.077,0.065
"P21","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.096,0.154
"P21","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.196,0.143
"P21","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.036,0.015
"P21","En blanco",0.051,0.042
"P21","No sabe",0.067,0.156
"P25","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.299,0.282
"P25","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.273,0.223
"P25","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.094,0.107
