"var","categoria","Si","No"
"P25","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.237,0.199
"P25","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.018,0.04
"P25","Otros",0.047,0.039
"P25","En blanco",0.002,0.019
"P25","No sabe",0.03,0.091
"P29","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.263,0.264
"P29","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.21,0.177
"P29","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.112,0.11
"P29","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.254,0.251
"P29","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.023,0.041
"P29","Otros",0.08,0.052
"P29","En blanco",0.011,0.016
"P29","No sabe",0.047,0.089
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.371,0.308
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.418,0.344
"P33","En blanco",0.111,0.13
"P33","No sabe",0.1,0.218
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.343,0.279
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.291,0.246
"P34","En blanco",0.238,0.252
"P34","No sabe",0.128,0.223
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.376,0.346
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.323,0.309
"P35","En blanco",0.183,0.188
"P35","No sabe",0.118,0.157
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.328,0.289
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.307,0.235
"P36","En blanco",0.248,0.302
"P36","No sabe",0.117,0.174
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.369,0.343
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.372,0.337
"P37","En blanco",0.148,0.16
"P37","No sabe",0.111,0.16
"P38","Lo votaría",0.361,0.318
"P38","Puede que lo vote",0.075,0.156
"P38","Nunca lo votaría",0.528,0.44
"P38","No sabe",0.036,0.086
"P39","Lo votaría",0.236,0.221
"P39","Puede que lo vote",0.127,0.131
"P39","Nunca lo votaría",0.569,0.541
"P39","No sabe",0.068,0.107
"P40","Lo votaría",0.349,0.275
"P40","Puede que lo vote",0.143,0.122
"P40","Nunca lo votaría",0.47,0.497
"P40","No sabe",0.038,0.106
"P41","Lo votaría",0.259,0.189
"P41","Puede que lo vote",0.196,0.15
"P41","Nunca lo votaría",0.482,0.546
"P41","No sabe",0.063,0.115
"P42","Lo votaría",0.131,0.139
"P42","Puede que lo vote",0.13,0.171
"P42","Nunca lo votaría",0.532,0.481
"P42","No sabe",0.207,0.209
"P43","Lo votaría",0.277,0.261
"P43","Puede que lo vote",0.153,0.125
"P43","Nunca lo votaría",0.503,0.537
"P43","No sabe",0.067,0.077
"P44","Lo votaría",0.098,0.075
"P44","Puede que lo vote",0.126,0.201
"P44","Nunca lo votaría",0.661,0.603
"P44","No sabe",0.115,0.121
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.272,0.251
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.094,0.086
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.241,0.214
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.077,0.092
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.262,0.227
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.015,0.018
"PRESIDENTE","En blanco",0.023,0.023
"PRESIDENTE","No sabe",0.016,0.089
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.324,0.349
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.202,0.167
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.068,0.054
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.11,0.142
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.212,0.163
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.022,0.013
"DIPUTADOS","En blanco",0.025,0.032
"DIPUTADOS","No sabe",0.037,0.08
