"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.854,0.822,0.882,0.784
"P06","Tiene dudas sobre si va a ir a  votar",0.111,0.133,0.086,0.194
"P06","Tiene Decidido que no va a ir a votar",0.035,0.045,0.032,0.022
"P07","Mucho",0.44,0.502,0.457,0.364
"P07","Bastante",0.326,0.286,0.33,0.236
"P07","Poco",0.182,0.162,0.077,0.243
"P07","Nada",0.04,0.013,0.112,0.116
"P07","No sabe",0.012,0.037,0.024,0.041
"P08","Siempre",0.276,0.25,0.295,0.257
"P08","Casi siempre",0.348,0.28,0.36,0.307
"P08","Casi nunca",0.321,0.316,0.23,0.291
"P08","Nunca, pero esta es una excepción",0.055,0.154,0.115,0.145
"P11","Unión por la Patria",0.159,0.077,0.578,0.349
"P11","Juntos por el Cambio",0.583,0.128,0.05,0.08
"P11","Juntos Somos Río Negro",0.098,0.054,0.161,0.212
"P11","Liberales",0.044,0.532,0.01,0.007
"P11","Izquierda",0.033,0.071,0.048,0.059
"P11","Otro",0.018,0.071,0.036,0.094
"P11","No sabe",0.065,0.067,0.117,0.199
"P12","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.205,0.007,0.464,0.331
"P12","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.016,0.064,0.195,0.134
"P12","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.55,0.122,0.03,0.005
"P12","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.109,0.037,0.059,0.111
"P12","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.053,0.025,0.015,0.148
"P12","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.031,0.725,0.105,0.045
"P12","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.004,0.006,0.03,0.024
"P12","En blanco",0.003,0.002,0.021,0.027
"P12","No sabe",0.029,0.012,0.081,0.175
"P16","Totalmente seguro",0.608,0.687,0.639,0.426
"P16","Bastante seguro",0.172,0.137,0.109,0.101
"P16","Algo seguro",0.139,0.07,0.119,0.198
"P16","Para nada seguro",0.081,0.106,0.133,0.275
"P17","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0,0.115,0.501,0.389
"P17","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.037,0.106,0,0
"P17","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.538,0,0.075,0.051
"P17","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.15,0.079,0,0.134
"P17","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0,0.63,0,0
"P17","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0.078,0
"P17","En blanco",0.252,0.07,0.346,0.289
"P17","No sabe",0.023,0,0,0.137
"P20","Sí",0.599,0.568,0.481,0.43
"P20","No",0.401,0.432,0.519,0.57
"P21","Martín Soria a Diputado Nacional por Unión por la Patria",0.197,0.145,0.421,0.464
"P21","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.336,0.107,0.079,0.029
"P21","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.11,0.065,0.063,0.023
"P21","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.188,0.112,0.079,0.126
"P21","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.06,0.427,0.058,0.012
"P21","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.007,0.008,0.107,0.03
"P21","En blanco",0.024,0.07,0.034,0.013
"P21","No sabe",0.078,0.066,0.159,0.303
"P25","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.177,0.036,0.557,0.413
"P25","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.614,0.124,0.014,0.018
"P25","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.101,0.072,0.087,0.168
"P25","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.033,0.69,0.108,0.022
"P25","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.022,0.032,0.051,0.043
"P25","Otros",0.035,0.006,0.039,0.108
"P25","En blanco",0.001,0.003,0.08,0.005
"P25","No sabe",0.017,0.037,0.064,0.223
"P29","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.181,0.032,0.548,0.358
"P29","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.405,0.087,0.055,0.102
"P29","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.161,0.092,0.07,0.134
