"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta"
"Sí",0.536,0.524,0.548,0.49,0.561,0.542,0.548,0.496,0.556,0.559,0.463,0.552,0.76,0.529,0.6,0.436,0.45,0.522,0.502,0.663,0.536,0.662
"No",0.464,0.476,0.452,0.51,0.439,0.458,0.452,0.504,0.444,0.441,0.537,0.448,0.24,0.471,0.4,0.564,0.55,0.478,0.498,0.337,0.464,0.338
