"var","categoria","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.869,0.869,0.801,0.779
"P06","Tiene dudas sobre si va a ir a  votar",0.118,0.102,0.178,0.131
"P06","Tiene Decidido que no va a ir a votar",0.013,0.029,0.021,0.09
"P07","Mucho",0.511,0.426,0.326,0.454
"P07","Bastante",0.292,0.344,0.328,0.176
"P07","Poco",0.151,0.133,0.268,0.165
"P07","Nada",0.039,0.07,0.048,0.153
"P07","No sabe",0.007,0.027,0.03,0.052
"P08","Siempre",0.304,0.238,0.255,0.341
"P08","Casi siempre",0.36,0.352,0.29,0.249
"P08","Casi nunca",0.248,0.288,0.374,0.268
"P08","Nunca, pero esta es una excepción",0.088,0.122,0.081,0.142
"P11","Unión por la Patria",0.635,0.031,0.124,0.082
"P11","Juntos por el Cambio",0.058,0.294,0.457,0.38
"P11","Juntos Somos Río Negro",0.178,0.06,0.09,0.142
"P11","Liberales",0.005,0.446,0.083,0
"P11","Izquierda",0.02,0.035,0.066,0.11
"P11","Otro",0.046,0.056,0.008,0.081
"P11","No sabe",0.058,0.078,0.172,0.205
"P12","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.635,0.009,0.089,0.048
"P12","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.165,0.002,0.066,0.109
"P12","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.083,0.272,0.319,0.322
"P12","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.042,0.043,0.152,0.129
"P12","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.039,0.017,0.137,0.1
"P12","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.018,0.629,0.061,0.031
"P12","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.008,0.01,0.028,0.029
"P12","En blanco",0.003,0.003,0.036,0.041
"P12","No sabe",0.007,0.015,0.112,0.191
"P16","Totalmente seguro",0.639,0.741,0.488,0.392
"P16","Bastante seguro",0.119,0.13,0.115,0.204
"P16","Algo seguro",0.151,0.061,0.247,0.153
"P16","Para nada seguro",0.091,0.068,0.15,0.251
"P17","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.672,0.077,0,0
"P17","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.025,0,0.071,0
"P17","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.069,0.456,0.343,0.1
"P17","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.086,0.064,0.09,0.273
"P17","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0,0.338,0,0
"P17","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0,0,0.034
"P17","En blanco",0.074,0.065,0.309,0.53
"P17","No sabe",0.074,0,0.187,0.063
"P20","Sí",0.49,0.62,0.587,0.522
"P20","No",0.51,0.38,0.413,0.478
"P21","Martín Soria a Diputado Nacional por Unión por la Patria",0.491,0.164,0.114,0.283
"P21","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.137,0.163,0.264,0.207
"P21","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.012,0.104,0.13,0.039
"P21","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.189,0.107,0.068,0.148
"P21","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.035,0.328,0.047,0.052
"P21","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.03,0.013,0.094,0.006
"P21","En blanco",0.021,0.058,0.067,0.016
"P21","No sabe",0.085,0.063,0.216,0.249
"P25","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.701,0.004,0.101,0.117
"P25","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.069,0.291,0.423,0.33
"P25","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.124,0.037,0.156,0.135
"P25","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.008,0.588,0.063,0.022
"P25","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.02,0.028,0.057,0.04
"P25","Otros",0.038,0.021,0.031,0.126
"P25","En blanco",0.017,0.002,0.036,0.041
"P25","No sabe",0.023,0.029,0.133,0.189
"P29","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.619,0.022,0.163,0.116
"P29","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.09,0.191,0.318,0.214
"P29","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.127,0.053,0.143,0.192
"P29","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.026,0.643,0.036,0.065
"P29","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.024,0.031,0.064,0.04
"P29","Otros",0.071,0.041,0.079,0.115
"P29","En blanco",0.006,0.001,0.046,0.057
"P29","No sabe",0.037,0.018,0.151,0.201
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.805,0.015,0.126,0.147
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.074,0.574,0.551,0.421
"P33","En blanco",0.028,0.226,0.165,0.02
"P33","No sabe",0.093,0.185,0.158,0.412
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.222,0.27,0.544,0.394
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.026,0.623,0.106,0.104
"P34","En blanco",0.477,0.092,0.238,0.067
"P34","No sabe",0.275,0.015,0.112,0.435
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.846,0.053,0.095,0.108
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.06,0.421,0.524,0.438
"P35","En blanco",0.04,0.356,0.296,0.048
"P35","No sabe",0.054,0.17,0.085,0.406
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.26,0.2,0.588,0.349
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.014,0.677,0.058,0.165
"P36","En blanco",0.532,0.085,0.341,0.023
"P36","No sabe",0.194,0.038,0.013,0.463
"P38","Lo votaría",0.837,0.015,0.094,0.121
"P38","Puede que lo vote",0.081,0.188,0.125,0.079
"P38","Nunca lo votaría",0.064,0.759,0.742,0.487
"P38","No sabe",0.018,0.038,0.039,0.313
"P39","Lo votaría",0.502,0.008,0.074,0.199
"P39","Puede que lo vote",0.256,0.048,0.138,0.044
"P39","Nunca lo votaría",0.197,0.863,0.638,0.565
"P39","No sabe",0.045,0.081,0.15,0.192
"P40","Lo votaría",0.116,0.393,0.455,0.414
"P40","Puede que lo vote",0.058,0.222,0.114,0.098
"P40","Nunca lo votaría",0.772,0.32,0.364,0.254
"P40","No sabe",0.054,0.065,0.067,0.234
"P41","Lo votaría",0.087,0.236,0.36,0.304
"P41","Puede que lo vote",0.104,0.225,0.222,0.154
"P41","Nunca lo votaría",0.747,0.458,0.323,0.239
"P41","No sabe",0.062,0.081,0.095,0.303
"P42","Lo votaría",0.099,0.106,0.212,0.18
"P42","Puede que lo vote",0.19,0.148,0.084,0.108
"P42","Nunca lo votaría",0.505,0.568,0.448,0.382
"P42","No sabe",0.206,0.178,0.256,0.33
"P43","Lo votaría",0.025,0.683,0.062,0.041
"P43","Puede que lo vote",0.075,0.202,0.105,0.174
"P43","Nunca lo votaría",0.861,0.08,0.771,0.5
"P43","No sabe",0.039,0.035,0.062,0.285
"P44","Lo votaría",0.08,0.1,0.098,0.061
"P44","Puede que lo vote",0.306,0.079,0.106,0.099
"P44","Nunca lo votaría",0.502,0.778,0.632,0.595
"P44","No sabe",0.112,0.043,0.164,0.245
"P45","Si",0.444,0.451,0.407,0.34
