"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P17","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.044,0.098,0.262,0.035
"P17","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.052,0.123,0.125,0.076
"P17","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0.048,0,0,0
"P17","En blanco",0.333,0,0.283,0.23
"P17","No sabe",0.049,0.27,0.024,0.265
"P20","Sí",0.523,0.571,0.573,0.523
"P20","No",0.477,0.429,0.427,0.477
"P21","Martín Soria a Diputado Nacional por Unión por la Patria",0.251,0.368,0.118,0.216
"P21","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.19,0.198,0.067,0.119
"P21","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.064,0.061,0.078,0.054
"P21","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.166,0.09,0.206,0.106
"P21","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.19,0.11,0.128,0.054
"P21","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.041,0.025,0.067,0
"P21","En blanco",0.031,0.06,0.035,0.067
"P21","No sabe",0.067,0.088,0.301,0.384
"P25","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.306,0.235,0.221,0.114
"P25","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.249,0.238,0.18,0.088
"P25","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.059,0.153,0.311,0.105
"P25","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.297,0.271,0.113,0.111
"P25","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.032,0.02,0.03,0.043
"P25","Otros",0.029,0.059,0.029,0.068
"P25","En blanco",0.008,0.005,0.005,0.127
"P25","No sabe",0.02,0.019,0.111,0.344
"P29","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.319,0.236,0.155,0.106
"P29","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.17,0.239,0.165,0.121
"P29","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.081,0.174,0.234,0.122
"P29","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.311,0.206,0.132,0.177
"P29","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.036,0.024,0.028,0.003
"P29","Otros",0.05,0.069,0.118,0.097
"P29","En blanco",0.013,0.021,0.016,0.07
"P29","No sabe",0.02,0.031,0.152,0.304
"P33","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.37,0.331,0.314,0.128
"P33","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.365,0.475,0.359,0.234
"P33","En blanco",0.128,0.093,0.044,0.174
"P33","No sabe",0.137,0.101,0.283,0.464
"P34","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.307,0.388,0.329,0.178
"P34","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.306,0.272,0.146,0.203
"P34","En blanco",0.243,0.187,0.213,0.219
"P34","No sabe",0.144,0.153,0.312,0.4
"P35","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.386,0.353,0.279,0.176
"P35","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.288,0.352,0.39,0.264
"P35","En blanco",0.215,0.169,0.133,0.158
"P35","No sabe",0.111,0.126,0.198,0.402
"P36","Horacio Rodríguez Larreta  a Presidente y Gerardo Morales a Vicepresidente por Juntos por el Cambio",0.256,0.453,0.376,0.292
"P36","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.345,0.258,0.081,0.169
"P36","En blanco",0.276,0.153,0.448,0.145
"P36","No sabe",0.123,0.136,0.095,0.394
"P37","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.368,0.312,0.397,0.279
"P37","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.419,0.335,0.158,0.205
"P37","En blanco",0.119,0.128,0.276,0.194
"P37","No sabe",0.094,0.225,0.169,0.322
"P38","Lo votaría",0.367,0.377,0.247,0.224
"P38","Puede que lo vote",0.096,0.111,0.277,0.108
"P38","Nunca lo votaría",0.504,0.44,0.381,0.42
"P38","No sabe",0.033,0.072,0.095,0.248
"P39","Lo votaría",0.252,0.257,0.118,0.138
"P39","Puede que lo vote",0.089,0.119,0.322,0.179
"P39","Nunca lo votaría",0.592,0.585,0.444,0.397
"P39","No sabe",0.067,0.039,0.116,0.286
"P40","Lo votaría",0.336,0.363,0.205,0.206
"P40","Puede que lo vote",0.104,0.191,0.135,0.184
"P40","Nunca lo votaría",0.517,0.43,0.47,0.331
"P40","No sabe",0.043,0.016,0.19,0.279
"P41","Lo votaría",0.205,0.271,0.184,0.202
"P41","Puede que lo vote",0.121,0.29,0.264,0.186
"P41","Nunca lo votaría",0.597,0.396,0.372,0.337
"P41","No sabe",0.077,0.043,0.18,0.275
"P42","Lo votaría",0.096,0.189,0.241,0.112
"P42","Puede que lo vote",0.13,0.203,0.159,0.163
"P42","Nunca lo votaría",0.592,0.423,0.279,0.363
"P42","No sabe",0.182,0.185,0.321,0.362
"P43","Lo votaría",0.338,0.215,0.068,0.167
"P43","Puede que lo vote",0.119,0.152,0.166,0.191
"P43","Nunca lo votaría",0.515,0.525,0.627,0.425
"P43","No sabe",0.028,0.108,0.139,0.217
"P44","Lo votaría",0.092,0.12,0.075,0.03
"P44","Puede que lo vote",0.15,0.091,0.32,0.18
"P44","Nunca lo votaría",0.697,0.698,0.385,0.476
"P44","No sabe",0.061,0.091,0.22,0.314
"P45","Si",0.462,0.476,0.352,0.259
"P45","No",0.538,0.524,0.648,0.741
"PRESIDENTE","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.285,0.194,0.288,0.064
"PRESIDENTE","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.062,0.125,0.11,0.08
"PRESIDENTE","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.221,0.197,0.204,0.115
"PRESIDENTE","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.07,0.138,0.098,0.078
"PRESIDENTE","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.311,0.273,0.123,0.141
"PRESIDENTE","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.021,0.044,0.023,0.013
"PRESIDENTE","En blanco",0.017,0.001,0.058,0.154
"PRESIDENTE","No sabe",0.013,0.028,0.096,0.355
"DIPUTADOS","Martín Soria a Diputado Nacional por Unión por la Patria",0.309,0.338,0.307,0.19
"DIPUTADOS","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.188,0.193,0.093,0.101
"DIPUTADOS","Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.066,0.057,0.051,0.052
"DIPUTADOS","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.125,0.087,0.25,0.221
"DIPUTADOS","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.234,0.225,0.111,0.122
"DIPUTADOS","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.025,0.018,0.03,0
"DIPUTADOS","En blanco",0.02,0.03,0.018,0.117
"DIPUTADOS","No sabe",0.033,0.052,0.14,0.197
