"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Tiene Decidido que va a ir a votar",0.887,0.81,0.72,0.667
"P06","Tiene dudas sobre si va a ir a  votar",0.08,0.169,0.266,0.219
"P06","Tiene Decidido que no va a ir a votar",0.033,0.021,0.014,0.114
"P07","Mucho",0.543,0.399,0.262,0.194
"P07","Bastante",0.262,0.418,0.329,0.218
"P07","Poco",0.127,0.131,0.328,0.194
"P07","Nada",0.056,0.048,0.062,0.294
"P07","No sabe",0.012,0.004,0.019,0.1
"P08","Siempre",0.311,0.215,0.167,0.21
"P08","Casi siempre",0.298,0.376,0.36,0.202
"P08","Casi nunca",0.261,0.246,0.328,0.324
"P08","Nunca, pero esta es una excepción",0.13,0.163,0.145,0.264
"P11","Unión por la Patria",0.303,0.14,0.146,0.108
"P11","Juntos por el Cambio",0.26,0.276,0.276,0.1
"P11","Juntos Somos Río Negro",0.1,0.152,0.21,0.168
"P11","Liberales",0.222,0.111,0.04,0.025
"P11","Izquierda",0.041,0.09,0.026,0.067
"P11","Otro",0.029,0.108,0.051,0.073
"P11","No sabe",0.045,0.123,0.251,0.459
"P12","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.27,0.182,0.27,0.051
"P12","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.06,0.123,0.106,0.08
"P12","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.217,0.191,0.183,0.09
"P12","Horacio Rodríguez Larreta a Presidente, Gerardo Morales a Vicepresidente y Roberto Brusa a Diputado Nacional por Juntos por el Cambio",0.067,0.134,0.058,0.075
"P12","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.042,0.034,0.134,0.101
"P12","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.308,0.269,0.109,0.133
"P12","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.019,0.044,0.023,0.013
"P12","En blanco",0.006,0.001,0.024,0.127
"P12","No sabe",0.011,0.022,0.093,0.33
"P17","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.305,0.317,0.15,0.162
"P17","Juan Grabois a Presidente, Paula Abal Medina a Vicepresidente y por Unión por la Patria",0.034,0.067,0.027,0
"P17","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.135,0.125,0.129,0.232
