"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P17","Recolección de residuos",0.282,0.194,0.29,0.236
"P17","Ninguno",0.044,0.117,0.082,0.263
"P18","Los robos",0.473,0.765,0.575,0.681
"P18","El narcotráfico",0.009,0,0.352,0.096
"P18","La ausencia de patrulleros y personal policial",0.474,0.028,0.042,0.126
"P18","Otro",0.031,0.188,0.022,0.026
"P18","Ninguno",0.013,0.019,0.009,0.071
"P19","Muy buena",0.154,0.171,0.146,0.137
"P19","Buena",0.182,0.131,0.061,0.164
"P19","Ni buena ni mala",0.293,0.322,0.442,0.409
"P19","Mala",0.13,0.366,0.252,0.191
"P19","Muy mala",0.113,0.01,0.083,0.025
"P19","No sabe",0.128,0,0.016,0.074
"P20","Muy buena",0.159,0.061,0.068,0.053
"P20","Buena",0.126,0.164,0.133,0.261
"P20","Ni buena ni mala",0.359,0.2,0.584,0.398
"P20","Mala",0.21,0.143,0.054,0.181
"P20","Muy mala",0.117,0.432,0.049,0.037
"P20","No sabe",0.029,0,0.112,0.07
"P21","Al candidato del Frente de Todos",0.613,0.303,0.283,0.809
"P21","Al candidato de Juntos por el Cambio",0.155,0.208,0.515,0.005
"P21","Al candidato de la Izquierda",0.006,0.101,0.146,0.025
"P21","A otro candidato",0.117,0,0.038,0.019
"P21","No sabe",0.109,0.388,0.018,0.142
"P22","A Gustavo Menéndez",0.446,0.511,0.286,0.384
"P22","A Karina Menéndez",0.286,0.334,0.183,0.227
"P22","A Florencia Lizaraso",0.018,0,0,0.132
"P22","A Raúl Otahacé",0.007,0.079,0.254,0.079
"P22","No sabe",0.243,0.076,0.277,0.178
"P26","A Alberto Fernández",0.591,0.018,0,0
"P26","A Sergio Massa",0.005,0.66,0.1,0
"P26","A algún candidato del peronismo",0,0.146,0.657,0.01
"P26","A Cristina Fernández de Kirchner",0.404,0.176,0.243,0.99
"P29","Muy buena",0.471,0.024,0.013,0.036
"P29","Buena",0.215,0.242,0.143,0.25
"P29","Ni buena ni mala",0.166,0.304,0.092,0.204
"P29","Mala",0.131,0,0.206,0.463
"P29","Muy mala",0.017,0.43,0.542,0.039
"P29","No sabe",0,0,0.004,0.008
"P30","Muy buena",0.005,0.064,0.022,0.006
"P30","Buena",0,0.437,0.213,0.022
"P30","Ni buena ni mala",0.002,0.027,0.056,0
"P30","Mala",0.195,0.108,0.126,0.052
"P30","Muy mala",0.707,0.262,0.542,0.92
"P30","No sabe",0.091,0.102,0.041,0
"P31","Muy buena",0.41,0.344,0.151,0.865
"P31","Buena",0.241,0.078,0.094,0.057
"P31","Ni buena ni mala",0.138,0.033,0.021,0.044
"P31","Mala",0.209,0.023,0.025,0.022
"P31","Muy mala",0.002,0.42,0.705,0.008
"P31","No sabe",0,0.102,0.004,0.004
"P32","Muy buena",0.114,0,0.108,0
"P32","Buena",0.114,0.182,0.434,0.012
"P32","Ni buena ni mala",0.142,0.091,0.058,0.015
"P32","Mala",0.237,0.186,0.056,0.14
"P32","Muy mala",0.389,0.541,0.303,0.829
"P32","No sabe",0.004,0,0.041,0.004
"P33","Muy buena",0.04,0.264,0.038,0.042
"P33","Buena",0.241,0.168,0.088,0.39
"P33","Ni buena ni mala",0.601,0.244,0.313,0.187
"P33","Mala",0.005,0.02,0.053,0.211
"P33","Muy mala",0.008,0.304,0.487,0.166
"P33","No sabe",0.105,0,0.021,0.004
"P34","Muy buena",0.009,0.043,0.013,0.007
"P34","Buena",0.006,0.046,0.532,0
"P34","Ni buena ni mala",0.026,0.054,0.055,0.027
"P34","Mala",0.331,0.148,0.079,0.091
"P34","Muy mala",0.537,0.607,0.298,0.87
"P34","No sabe",0.091,0.102,0.023,0.005
"P35","Muy buena",0.008,0.433,0,0
"P35","Buena",0.09,0.057,0.011,0.009
"P35","Ni buena ni mala",0.403,0.031,0.495,0.01
"P35","Mala",0.133,0.212,0.25,0.081
"P35","Muy mala",0.362,0.165,0.231,0.897
"P35","No sabe",0.004,0.102,0.013,0.003
