"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Toloza Paz",0.295,0.296,0.294,0.297,0.302,0.305,0.255,0.348,0.263,0.277,0.534,0.059,0.085
"Diego Santilli",0.282,0.291,0.274,0.135,0.288,0.398,0.373,0.254,0.291,0.304,0.082,0.607,0.14
"Facundo Manes",0.103,0.103,0.104,0.074,0.111,0.099,0.145,0.12,0.059,0.161,0.04,0.168,0.206
"Florencio Randazzo",0.048,0.055,0.041,0.05,0.061,0.041,0.021,0.035,0.062,0.041,0.046,0.014,0.252
"A la izquierda",0.024,0.027,0.022,0.038,0.023,0.012,0.018,0.018,0.026,0.029,0.026,0.001,0.051
"Jose Luis Espert",0.079,0.111,0.049,0.172,0.054,0.046,0.016,0.065,0.076,0.103,0.058,0.093,0.063
"Otros candidatos",0.088,0.049,0.123,0.111,0.098,0.047,0.079,0.074,0.127,0.037,0.127,0.014,0.132
"Votaría en blanco o anularía",0.081,0.068,0.093,0.123,0.063,0.052,0.093,0.086,0.096,0.048,0.087,0.044,0.071
