"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa Presidente, Agustin Rossi Vicepresidente y Axel Kicillof gobernador, Veronica Magario vicegobernadora; por Unión por la Patria",0.348,0.341,0.356,0.221,0.396,0.385,0.301,0.357,0.349,0.339,0.669,0.048,0.206,0.372,0.301
"Horacio Rodríguez Larreta Presidente, Gerardo Morales Vicepresidente y Diego Santilli gobernador, Gustavo Posse vicegobernador; por Juntos por el Cambio",0.294,0.284,0.304,0.263,0.225,0.321,0.441,0.305,0.28,0.301,0.088,0.564,0.384,0.279,0.323
"Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.209,0.236,0.182,0.359,0.242,0.141,0.096,0.192,0.22,0.212,0.118,0.259,0.223,0.203,0.221
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente, Alejandro Bodart a gobernador y Jimena Letieri por el Frente de Izquierda",0.023,0.026,0.019,0.043,0.029,0.01,0.009,0.011,0.016,0.045,0.027,0.009,0.009,0.022,0.024
"Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro Pais",0.016,0.013,0.02,0.022,0.008,0.018,0.028,0.019,0.016,0.014,0.013,0.006,0.066,0.017,0.015
"Otros",0.038,0.037,0.039,0.047,0.031,0.048,0.032,0.029,0.042,0.041,0.032,0.039,0.062,0.039,0.037
"En blanco",0.026,0.021,0.031,0.033,0.018,0.028,0.033,0.021,0.026,0.03,0.013,0.029,0.018,0.026,0.025
"No sabe",0.046,0.042,0.049,0.012,0.051,0.049,0.06,0.066,0.051,0.018,0.04,0.046,0.032,0.042,0.054
