"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Mucho",0.348,0.376,0.321,0.301,0.364,0.359,0.356,0.315,0.305,0.46,0.417,0.366,0.261,0.352,0.339
"Bastante",0.378,0.398,0.359,0.363,0.373,0.389,0.395,0.347,0.401,0.379,0.379,0.413,0.45,0.375,0.383
"Poco",0.195,0.171,0.217,0.23,0.183,0.197,0.172,0.225,0.219,0.115,0.165,0.176,0.231,0.192,0.199
"Nada",0.067,0.043,0.09,0.089,0.069,0.047,0.063,0.093,0.067,0.036,0.031,0.041,0.058,0.069,0.066
"No sabe",0.012,0.012,0.013,0.017,0.011,0.008,0.014,0.02,0.008,0.01,0.008,0.004,0,0.012,0.013
