"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Si",0.503,0.528,0.476,0.448,0.504,0.534,0.5,0.49,0.494,0.527,0.552,0.484,0.389,0.515,0.479
"No",0.497,0.472,0.524,0.552,0.496,0.466,0.5,0.51,0.506,0.473,0.448,0.516,0.611,0.485,0.521
