"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Ricardo López Murphy",0.192,0.187,0.197,0.177,0.152,0.198,0.282,0.22,0.167,0.201,0.208,0.176,0.21,0.183,0.073,0.337,0.176
"Rodolfo Suárez",0.045,0.047,0.044,0.007,0.064,0.042,0.037,0.06,0.042,0.038,0.056,0.063,0.015,0.036,0.016,0.082,0.031
"Rodrigo de Loredo",0.144,0.146,0.142,0.19,0.142,0.136,0.127,0.167,0.148,0.122,0.173,0.123,0.06,0.139,0.14,0.136,0.217
"Maximiliano Abad",0.03,0.031,0.03,0.053,0.035,0.018,0.024,0.039,0.034,0.02,0.027,0.018,0.051,0.034,0.02,0.031,0.046
"Luis Naidenoff",0.026,0.025,0.027,0,0.014,0.05,0.032,0.024,0.022,0.031,0.021,0.045,0.003,0.026,0.008,0.042,0.057
"Martín Tetaz",0.069,0.07,0.068,0.035,0.073,0.077,0.07,0.063,0.066,0.077,0.057,0.098,0.079,0.068,0.032,0.1,0.118
"José Luis Espert",0.123,0.15,0.097,0.162,0.12,0.114,0.116,0.108,0.143,0.111,0.117,0.133,0.151,0.12,0.074,0.145,0.118
"No sabe",0.371,0.344,0.395,0.376,0.4,0.365,0.312,0.319,0.378,0.4,0.341,0.344,0.431,0.394,0.637,0.127,0.237
