"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.078,0.075,0.247,0.427,0.43,0.23
"P07","De Cambiemos",0.54,0.6,0.393,0.281,0.127,0.262
"P07","De los Liberales libertarios",0.268,0.189,0.162,0.147,0.26,0.171
"P07","De la Izquierda",0.028,0.017,0.027,0.007,0.054,0.028
"P07","Otros",0.047,0.046,0.077,0.049,0.068,0.134
"P07","No sabe",0.039,0.073,0.094,0.089,0.061,0.175
"P08","A Alberto Fernández",0.087,0.203,0.279,0.114,0.071,0.079
"P08","A Sergio Massa",0.381,0.229,0.184,0.13,0.159,0.183
"P08","A algún candidato del peronismo",0.471,0.424,0.281,0.283,0.173,0.43
"P08","A algún candidato del kirchnerismo",0.061,0.144,0.256,0.473,0.597,0.308
"P09","A Alberto Fernández",0.07,0.255,0.224,0.065,0.034,0.029
"P09","A Sergio Massa",0.041,0.049,0.159,0.113,0.111,0.134
"P09","A algún candidato del peronismo",0.702,0.487,0.218,0.208,0.13,0.389
"P09","A Cristina Fernández de Kirchner",0.187,0.209,0.399,0.614,0.725,0.448
"P10","A Horacio Rodriguez Larreta",0.302,0.21,0.175,0.317,0.231,0.321
"P10","A Mauricio Macri",0.275,0.244,0.363,0.282,0.254,0.457
"P10","A Patricia Bullrich",0.291,0.477,0.384,0.328,0.36,0.154
"P10","A Facundo Manes",0.091,0.036,0.052,0.031,0.112,0.068
"P10","A Gerardo Morales",0.041,0.033,0.026,0.042,0.043,0
"P11","A Juntos por el Cambio",0.52,0.512,0.322,0.241,0.129,0.175
"P11","Al Frente de Todos",0.11,0.077,0.118,0.257,0.263,0.086
"P11","A Hacemos por Córdoba",0.16,0.222,0.304,0.242,0.224,0.272
"P11","A los liberales libertarios de Milei",0.12,0.086,0.107,0.097,0.217,0.176
"P11","A Encuentro Vecinal Córdoba",0.041,0.023,0.03,0.019,0.028,0.069
"P11","Al Frente de Izquierda",0.015,0.015,0.044,0.049,0.066,0.031
"P11","No sabe",0.034,0.065,0.075,0.095,0.073,0.191
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.767,0.683,0.625,0.463,0.738,0.56
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.191,0.277,0.279,0.362,0.206,0.36
"P12","No sabe",0.042,0.04,0.096,0.175,0.056,0.08
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.633,0.603,0.356,0.19,0.181,0.217
"P13","A Martín Llaryora por Hacemos por Córdoba",0.183,0.2,0.344,0.358,0.264,0.452
"P13","Al candidato del Frente de Todos",0.036,0.014,0.091,0.188,0.258,0.036
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.059,0.065,0.088,0.08,0.155,0.136
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.027,0.034,0.024,0.027,0.021,0.029
"P13","Al candidato del Frente de Izquierda",0.031,0.011,0.02,0.018,0.057,0.025
"P13","Votaría en blanco",0.007,0.022,0.023,0.074,0.022,0.015
"P13","No sabe",0.024,0.051,0.054,0.065,0.042,0.09
"P15","A Luis Juez por Juntos por el Cambio",0.555,0.559,0.32,0.241,0.172,0.279
"P15","A Martín Llaryora por Hacemos por Córdoba",0.226,0.239,0.388,0.383,0.264,0.434
"P15","Al candidato del Frente de Todos",0.023,0.013,0.083,0.179,0.248,0.047
