"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.467,0.432,0.179,0
"P07","De Cambiemos",0.308,0.28,0.41,0.325
"P07","De los Liberales libertarios",0.115,0.124,0.214,0.19
"P07","De la Izquierda",0.037,0.027,0.027,0.045
"P07","Otros",0.047,0.06,0.07,0.105
"P07","No sabe",0.026,0.077,0.1,0.335
"P08","A Alberto Fernández",0.075,0.112,0.2,0
"P08","A Sergio Massa",0.208,0.189,0.186,0
"P08","A algún candidato del peronismo",0.101,0.272,0.359,0
"P08","A algún candidato del kirchnerismo",0.616,0.427,0.255,0
"P09","A Alberto Fernández",0.092,0.092,0.133,0
"P09","A Sergio Massa",0.089,0.15,0.136,0
"P09","A algún candidato del peronismo",0.038,0.233,0.332,0
"P09","A Cristina Fernández de Kirchner",0.781,0.525,0.399,0
"P10","A Horacio Rodriguez Larreta",0.243,0.287,0.225,0
"P10","A Mauricio Macri",0.354,0.293,0.312,0.232
"P10","A Patricia Bullrich",0.338,0.286,0.375,0.563
"P10","A Facundo Manes",0.031,0.109,0.052,0.205
"P10","A Gerardo Morales",0.034,0.025,0.036,0
"P11","A Juntos por el Cambio",0.279,0.206,0.361,0.084
"P11","Al Frente de Todos",0.374,0.224,0.097,0.069
"P11","A Hacemos por Córdoba",0.212,0.29,0.25,0.279
"P11","A los liberales libertarios de Milei",0.048,0.099,0.141,0.15
"P11","A Encuentro Vecinal Córdoba",0.019,0.019,0.034,0.021
"P11","Al Frente de Izquierda",0.035,0.05,0.038,0.105
"P11","No sabe",0.033,0.112,0.079,0.292
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.73,0.658,0.642,0.582
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.159,0.194,0.295,0.418
"P12","No sabe",0.111,0.148,0.063,0
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.311,0.254,0.396,0.226
"P13","A Martín Llaryora por Hacemos por Córdoba",0.243,0.366,0.299,0.243
"P13","Al candidato del Frente de Todos",0.316,0.169,0.058,0
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.044,0.063,0.108,0.15
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.009,0.023,0.029,0
"P13","Al candidato del Frente de Izquierda",0.022,0.036,0.021,0.045
"P13","Votaría en blanco",0.026,0.026,0.032,0.044
"P13","No sabe",0.029,0.063,0.057,0.292
"P15","A Luis Juez por Juntos por el Cambio",0.312,0.232,0.38,0.206
"P15","A Martín Llaryora por Hacemos por Córdoba",0.24,0.395,0.332,0.243
"P15","Al candidato del Frente de Todos",0.328,0.16,0.051,0
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.044,0.066,0.111,0.15
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.009,0.031,0.03,0
"P15","Al candidato del Frente de Izquierda",0.031,0.042,0.024,0.045
"P15","Votaría en blanco",0.008,0.017,0.024,0.043
"P15","No sabe",0.028,0.057,0.048,0.313
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.378,0.215,0.431,0.133
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.192,0.368,0.272,0.237
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.313,0.172,0.05,0
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.055,0.077,0.106,0.113
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.017,0.017,0.028,0
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.025,0.053,0.023,0.045
"P17","Votaría en blanco",0.007,0.028,0.027,0.043
"P17","No sabe",0.013,0.07,0.063,0.429
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.385,0.208,0.409,0.107
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.183,0.369,0.28,0.158
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.316,0.187,0.052,0.034
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.051,0.091,0.105,0.14
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.008,0.019,0.032,0
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.025,0.041,0.028,0.045
"P18","Votaría en blanco",0.013,0.033,0.032,0.114
"P18","No sabe",0.019,0.052,0.062,0.402
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.391,0.206,0.415,0.133
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.205,0.398,0.273,0.137
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.295,0.157,0.056,0.033
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.042,0.093,0.116,0.076
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.018,0.017,0.027,0
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.031,0.035,0.025,0.045
"P19","Votaría en blanco",0.011,0.042,0.033,0.125
"P19","No sabe",0.007,0.052,0.055,0.451
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.395,0.214,0.397,0.067
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.208,0.422,0.276,0.137
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.286,0.141,0.052,0.06
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.056,0.106,0.116,0.15
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.012,0.016,0.026,0.018
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.012,0.033,0.022,0.027
"P20","Votaría en blanco",0.02,0.025,0.045,0.098
"P20","No sabe",0.011,0.043,0.066,0.443
"P21","Lo votaría",0.324,0.193,0.344,0.154
"P21","Puede que lo vote",0.173,0.332,0.243,0.175
"P21","Nunca lo votaría",0.503,0.475,0.413,0.069
"P21","No sabe",0,0,0,0.602
"P22","Lo votaría",0.338,0.366,0.283,0.147
"P22","Puede que lo vote",0.283,0.352,0.171,0.102
"P22","Nunca lo votaría",0.379,0.282,0.546,0.149
"P22","No sabe",0,0,0,0.602
"P23","Lo votaría",0.536,0.163,0.301,0.067
"P23","Puede que lo vote",0.046,0.349,0.19,0.082
"P23","Nunca lo votaría",0.418,0.488,0.509,0.036
"P23","No sabe",0,0,0,0.815
"P25","Muy buena",0.349,0.134,0.245,0.36
"P25","Buena",0.087,0.28,0.181,0
"P25","Ni buena ni mala",0.182,0.242,0.358,0
"P25","Mala",0.151,0.141,0.089,0.068
"P25","Muy mala",0.207,0.162,0.087,0
"P25","No sabe",0.024,0.041,0.04,0.572
"P26","Muy buena",0.271,0.12,0.238,0.262
"P26","Buena",0.148,0.245,0.21,0.097
"P26","Ni buena ni mala",0.096,0.178,0.204,0
"P26","Mala",0.104,0.133,0.175,0.069
"P26","Muy mala",0.352,0.3,0.16,0
"P26","No sabe",0.029,0.024,0.013,0.572
"P27","Muy buena",0.248,0.233,0.225,0.183
"P27","Buena",0.194,0.254,0.171,0.217
"P27","Ni buena ni mala",0.283,0.28,0.255,0
"P27","Mala",0.107,0.122,0.194,0.028
"P27","Muy mala",0.161,0.084,0.14,0
"P27","No sabe",0.007,0.027,0.015,0.572
"P28","Muy buena",0.108,0.109,0.123,0.109
"P28","Buena",0.091,0.176,0.121,0.292
"P28","Ni buena ni mala",0.31,0.364,0.39,0
"P28","Mala",0.147,0.075,0.113,0.028
"P28","Muy mala",0.199,0.116,0.107,0
"P28","No sabe",0.145,0.16,0.146,0.571
"P29","Muy buena",0.129,0.072,0.049,0.138
"P29","Buena",0.189,0.2,0.071,0.197
"P29","Ni buena ni mala",0.182,0.214,0.146,0.066
"P29","Mala",0.139,0.222,0.174,0.028
"P29","Muy mala",0.309,0.228,0.533,0
"P29","No sabe",0.052,0.064,0.027,0.571
"P30","Muy buena",0.451,0.284,0.086,0.078
"P30","Buena",0.066,0.114,0.062,0.151
"P30","Ni buena ni mala",0.052,0.083,0.075,0.081
"P30","Mala",0.084,0.152,0.133,0.059
"P30","Muy mala",0.339,0.344,0.636,0
"P30","No sabe",0.008,0.023,0.008,0.631
"P31","Muy buena",0.212,0.134,0.218,0.077
"P31","Buena",0.088,0.142,0.187,0.151
"P31","Ni buena ni mala",0.092,0.154,0.161,0.045
"P31","Mala",0.091,0.139,0.165,0.067
"P31","Muy mala",0.507,0.418,0.262,0.029
"P31","No sabe",0.01,0.013,0.007,0.631
"P32","Muy buena",0.183,0.113,0.117,0.091
"P32","Buena",0.124,0.185,0.217,0.151
"P32","Ni buena ni mala",0.129,0.195,0.291,0.031
"P32","Mala",0.157,0.198,0.152,0.031
"P32","Muy mala",0.384,0.292,0.198,0.037
"P32","No sabe",0.023,0.017,0.025,0.659
"P33","Muy buena",0.139,0.078,0.058,0.094
"P33","Buena",0.195,0.215,0.111,0.156
"P33","Ni buena ni mala",0.217,0.286,0.149,0
