"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.501,0.051,0.094,0.042,0.063,0.124,0.207,0.322
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.1,0.021,0.021,0.034,0,0,0.018,0.034
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.267,0.051,0.049,0.074,0.252,0.304,0.361,0.284
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.029,0.453,0.078,0.07,0.046,0.046,0,0.024
"P12_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.044,0.356,0.04,0.173,0.25,0.189,0,0.022
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.029,0.05,0.702,0.025,0,0.104,0.019,0.078
"P12_imputada","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.002,0.002,0,0.5,0,0.011,0.221,0.004
"P12_imputada","Otros",0.028,0.016,0.016,0.082,0.389,0.222,0.174,0.232
"PRESIDENTE_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.527,0.052,0.12,0.069,0.114,0.098,0.659,0.523
"PRESIDENTE_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.287,0.037,0.029,0.173,0.424,0.151,0,0.092
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.043,0.5,0.046,0.03,0.102,0.139,0.203,0.229
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.031,0.35,0.058,0.208,0.1,0.132,0,0.018
"PRESIDENTE_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.058,0.047,0.738,0,0,0.035,0.138,0.093
"PRESIDENTE_imputada","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.008,0.007,0,0.449,0,0.056,0,0
"PRESIDENTE_imputada","Otros",0.046,0.007,0.009,0.071,0.26,0.389,0,0.045
"INTENDENTE_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.535,0.06,0.102,0.045,0,0.162,0.119,0.193
"INTENDENTE_imputada","Julio Zamora a intendente por Unión por la Patria",0.375,0.25,0.152,0.15,0.407,0.399,0.416,0.749
"INTENDENTE_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.017,0.179,0.092,0.022,0,0.112,0,0
"INTENDENTE_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.042,0.482,0.139,0.303,0.135,0.176,0.258,0.02
"INTENDENTE_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.006,0.022,0.512,0.007,0.226,0,0.106,0.006
"INTENDENTE_imputada","Alguno de los candidatos a intendente de la Izquierda",0.005,0,0,0.473,0,0.011,0,0
"INTENDENTE_imputada","Otros",0.02,0.007,0.003,0,0.232,0.14,0.101,0.032
"INTENDENTE_CORTA_1_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.532,0.049,0.131,0.112,0.18,0.06,0.148,0.397
"INTENDENTE_CORTA_1_imputada","Julio Zamora a intendente por Unión por la Patria",0.163,0.048,0.01,0,0,0.045,0,0.065
"INTENDENTE_CORTA_1_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.088,0.578,0.099,0.169,0.146,0.048,0,0.032
"INTENDENTE_CORTA_1_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.08,0.229,0.01,0,0,0.272,0,0
"INTENDENTE_CORTA_1_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.081,0.069,0.71,0.067,0,0.33,0,0.116
"INTENDENTE_CORTA_1_imputada","Alguno de los candidatos a intendente de la Izquierda",0.009,0.004,0,0.431,0,0,0.658,0.009
"INTENDENTE_CORTA_1_imputada","Otros",0.047,0.023,0.04,0.221,0.674,0.245,0.194,0.381
"INTENDENTE_CORTA_2_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.139,0.053,0.156,0,0,0.182,0,0.073
"INTENDENTE_CORTA_2_imputada","Julio Zamora a intendente por Unión por la Patria",0.681,0.431,0.255,0.239,0,0.335,0.101,0.905
"INTENDENTE_CORTA_2_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.036,0.062,0.195,0.045,0,0.286,0,0
"INTENDENTE_CORTA_2_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.093,0.427,0.276,0.686,0.113,0.175,0.695,0.012
"INTENDENTE_CORTA_2_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.005,0.018,0.118,0.03,0.887,0,0.204,0.01
"INTENDENTE_CORTA_2_imputada","Alguno de los candidatos a intendente de la Izquierda",0.031,0.001,0,0,0,0,0,0
"INTENDENTE_CORTA_2_imputada","Otros",0.015,0.008,0,0,0,0.022,0,0
