"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Zamora","Cernadas","Laborde Rodriguez","Akerfeld"
"Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.18,0.211,0.154,0.175,0.154,0.216,0.194,0.213,0.135,0.21,0.193,0.181,0.163,0.261,0.063,0.213,0.092
"Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.137,0.127,0.145,0.132,0.183,0.105,0.073,0.081,0.16,0.157,0.167,0.089,0.125,0.187,0.024,0,0.883
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.271,0.237,0.298,0.2,0.211,0.339,0.378,0.288,0.248,0.285,0.198,0.342,0.321,0.167,0.505,0.074,0.025
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.122,0.083,0.155,0.105,0.1,0.153,0.145,0.108,0.135,0.118,0.146,0.092,0.109,0.123,0.141,0.328,0
"Javier Milei a presidente, Carolina Piparo a gobernadora  por la Libertad Avanza",0.171,0.239,0.115,0.233,0.206,0.101,0.138,0.188,0.195,0.123,0.169,0.232,0.143,0.135,0.227,0.074,0
"Alguno de los candidatos a presidente y gobernador de la Izquierda",0.017,0.014,0.02,0,0.032,0.003,0.015,0.007,0.018,0.025,0.022,0.008,0.016,0.022,0.006,0.249,0
"Otros",0.061,0.081,0.044,0.112,0.069,0.041,0.027,0.08,0.064,0.039,0.054,0.052,0.074,0.063,0.016,0,0
"No sabe",0.041,0.008,0.069,0.043,0.045,0.042,0.03,0.035,0.045,0.043,0.051,0.004,0.049,0.042,0.018,0.062,0
