"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.226,0.289,0.14,0.142,0.325
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.039,0.029,0.092,0.063,0.072
"P12_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.154,0.155,0.166,0.175,0.202
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.19,0.125,0.189,0.224,0.163
"P12_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.124,0.214,0.142,0.142,0
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.209,0.12,0.156,0.185,0.13
"P12_imputada","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.013,0.026,0.029,0,0
"P12_imputada","Otros",0.045,0.042,0.086,0.069,0.108
"PRESIDENTE_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.269,0.328,0.166,0.036,0.487
"PRESIDENTE_imputada","Juan Grabois a presidente, Axel Kicillof a gobernador por Unión por la Patria",0.125,0.138,0.128,0.28,0
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador por Juntos por el Cambio",0.205,0.142,0.247,0.254,0.174
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador por Juntos por el Cambio",0.104,0.212,0.125,0.148,0
"PRESIDENTE_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora por la Libertad Avanza",0.23,0.111,0.227,0.167,0.241
"PRESIDENTE_imputada","Alguno de los candidatos a presidente y gobernador de la Izquierda",0.016,0.033,0.004,0.053,0.091
"PRESIDENTE_imputada","Otros",0.051,0.036,0.103,0.062,0.007
"INTENDENTE_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.237,0.314,0.168,0.133,0.007
"INTENDENTE_imputada","Julio Zamora a intendente por Unión por la Patria",0.288,0.308,0.3,0.321,0.787
"INTENDENTE_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.123,0.061,0.056,0.064,0
"INTENDENTE_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.173,0.203,0.341,0.291,0
"INTENDENTE_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.157,0.055,0.091,0.125,0.206
"INTENDENTE_imputada","Alguno de los candidatos a intendente de la Izquierda",0.016,0.026,0,0,0
"INTENDENTE_imputada","Otros",0.006,0.033,0.044,0.066,0
"INTENDENTE_CORTA_1_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.185,0.188,0.181,0.126,0.655
"INTENDENTE_CORTA_1_imputada","Julio Zamora a intendente por Unión por la Patria",0.067,0.052,0.096,0,0
"INTENDENTE_CORTA_1_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.298,0.252,0.324,0.575,0.183
"INTENDENTE_CORTA_1_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.119,0.233,0.057,0.047,0
"INTENDENTE_CORTA_1_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.216,0.227,0.163,0.252,0
"INTENDENTE_CORTA_1_imputada","Alguno de los candidatos a intendente de la Izquierda",0.006,0.008,0.089,0,0
"INTENDENTE_CORTA_1_imputada","Otros",0.109,0.04,0.09,0,0.162
"INTENDENTE_CORTA_2_imputada","Malena Galmarini a intendenta por Unión por la Patria",0.093,0.166,0.041,0,0.026
"INTENDENTE_CORTA_2_imputada","Julio Zamora a intendente por Unión por la Patria",0.463,0.492,0.347,0.449,0.873
"INTENDENTE_CORTA_2_imputada","Claudio Cufré a intendente por Juntos por el Cambio",0.109,0.098,0.081,0,0
"INTENDENTE_CORTA_2_imputada","Segundo Cernadas a intendente por Juntos por el Cambio",0.263,0.194,0.514,0.487,0
"INTENDENTE_CORTA_2_imputada","Claudio Baumgarten a intendente por la Libertad Avanza",0.054,0.028,0.017,0.064,0.101
"INTENDENTE_CORTA_2_imputada","Alguno de los candidatos a intendente de la Izquierda",0.013,0.002,0,0,0
"INTENDENTE_CORTA_2_imputada","Otros",0.005,0.02,0,0,0
