"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Zamora","Cernadas","Laborde Rodriguez","Akerfeld"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.213,0.212,0.215,0.192,0.227,0.233,0.177,0.234,0.233,0.157,0.229,0.176,0.214,0.31,0.069,0.084,0.054
"Juan Grabois a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.044,0.059,0.03,0.053,0.031,0.048,0.062,0.08,0.015,0.047,0.05,0.064,0.029,0.052,0.035,0,0.064
"Juan Grabois a presidente, Axel Kicillof a gobernador y Julio Zamora a intendente por Unión por la Patria",0.151,0.145,0.158,0.167,0.173,0.122,0.112,0.082,0.165,0.214,0.163,0.196,0.121,0.247,0.025,0,0.352
"Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Claudio Cufré a intendente por Juntos por el Cambio",0.168,0.144,0.191,0.088,0.126,0.254,0.276,0.151,0.166,0.193,0.146,0.169,0.19,0.093,0.336,0.172,0.036
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.148,0.121,0.172,0.121,0.144,0.153,0.188,0.179,0.143,0.117,0.161,0.137,0.138,0.109,0.262,0.015,0
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.169,0.237,0.105,0.293,0.182,0.092,0.064,0.167,0.169,0.169,0.128,0.183,0.205,0.105,0.231,0.5,0.07
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.019,0.02,0.017,0.019,0.022,0.004,0.033,0.025,0.013,0.022,0.027,0.012,0.014,0.016,0.002,0.213,0.322
"Otros",0.048,0.04,0.055,0.045,0.054,0.04,0.048,0.044,0.051,0.047,0.058,0.025,0.046,0.028,0.028,0,0.102
"No sabe",0.04,0.022,0.057,0.022,0.041,0.054,0.04,0.038,0.045,0.034,0.038,0.038,0.043,0.04,0.012,0.016,0
