"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Zamora","Cernadas","Laborde Rodriguez","Akerfeld"
"Sergio Massa a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por Unión por la Patria",0.295,0.279,0.31,0.288,0.297,0.295,0.3,0.353,0.286,0.231,0.285,0.269,0.317,0.428,0.114,0,0.029
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.258,0.215,0.3,0.107,0.268,0.33,0.4,0.3,0.212,0.284,0.256,0.313,0.236,0.172,0.459,0.107,0
"Javier Milei a presidente, Carolina Piparo a gobernadora  y Claudio Baumgarten a intendente por la Libertad Avanza",0.187,0.278,0.099,0.346,0.151,0.134,0.081,0.122,0.228,0.201,0.172,0.192,0.201,0.091,0.297,0.617,0.329
"Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.032,0.037,0.028,0.026,0.053,0.01,0.015,0.02,0.026,0.06,0.038,0.021,0.03,0.027,0,0.261,0.55
"Otros",0.151,0.16,0.142,0.159,0.169,0.136,0.105,0.126,0.165,0.161,0.155,0.15,0.147,0.191,0.089,0,0.092
"No sabe",0.077,0.031,0.121,0.074,0.062,0.095,0.099,0.079,0.083,0.063,0.094,0.055,0.069,0.091,0.041,0.015,0
