"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"Axel Kicillof a gobernador y Malena Galmarini a intendenta por el Frente de Todos",0.297,0.302,0.292,0.356,0.301,0.291,0.226,0.316,0.308,0.259,0.55,0.107,0.179
"Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.277,0.214,0.34,0.092,0.208,0.388,0.518,0.218,0.241,0.401,0.093,0.505,0.262
"A los candidatos a gobernador y a intendente de la Libertad Avanza",0.211,0.3,0.124,0.286,0.258,0.155,0.082,0.284,0.18,0.19,0.151,0.197,0.286
"A los candidatos a gobernador y a intendente del Frente de Izquierda",0.051,0.06,0.041,0.073,0.057,0.032,0.034,0.03,0.073,0.034,0.03,0.044,0.113
"En blanco",0.054,0.062,0.045,0.084,0.049,0.055,0.028,0.055,0.056,0.047,0.064,0.048,0.015
"No sabe",0.11,0.062,0.158,0.109,0.127,0.079,0.112,0.097,0.142,0.069,0.112,0.099,0.145
