"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"A Malena Galmarini",0.546,0.553,0.54,0.704,0.54,0.469,0.351,0.521,0.549,0.576,0.547,0.517,0.494
"A Julio Zamora",0.454,0.447,0.46,0.296,0.46,0.531,0.649,0.479,0.451,0.424,0.453,0.483,0.506
