"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por el Frente de Todos",0.265,0.268,0.262,0.242,0.304,0.262,0.19,0.289,0.264,0.241,0.5,0.089,0.012
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.249,0.185,0.312,0.104,0.207,0.303,0.459,0.208,0.241,0.306,0.088,0.452,0.423
"Julio Zamora a intendente por un partido vecinal",0.146,0.131,0.161,0.183,0.144,0.152,0.098,0.171,0.154,0.107,0.165,0.134,0.07
"Javier Milei a presidente, su candidato a gobernador y su candidato a intendente por la Libertad Avanza",0.197,0.285,0.111,0.303,0.206,0.15,0.116,0.205,0.19,0.201,0.098,0.217,0.396
"A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.043,0.057,0.03,0.081,0.045,0.022,0.026,0.038,0.049,0.038,0.043,0.02,0.038
"En blanco",0.052,0.033,0.07,0.058,0.049,0.049,0.055,0.058,0.053,0.043,0.06,0.031,0
"No sabe",0.048,0.041,0.054,0.029,0.045,0.062,0.056,0.031,0.049,0.064,0.046,0.057,0.061
