"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"Axel Kicillof a gobernador y Malena Galmarini a intendenta por el Frente de Todos",0.3,0.279,0.321,0.302,0.325,0.302,0.226,0.311,0.307,0.278,0.576,0.078,0.198
"Néstor Grindetti a gobernador y Nicolás Massot a intendente por Juntos por el Cambio",0.31,0.267,0.351,0.147,0.246,0.406,0.534,0.275,0.287,0.383,0.091,0.586,0.175
"A los candidatos a gobernador y a intendente de la Libertad Avanza",0.197,0.284,0.113,0.312,0.227,0.124,0.09,0.244,0.167,0.198,0.139,0.184,0.261
"A los candidatos a gobernador y a intendente del Frente de Izquierda",0.049,0.072,0.027,0.066,0.061,0.029,0.025,0.055,0.053,0.035,0.017,0.047,0.097
"En blanco",0.055,0.055,0.055,0.08,0.044,0.05,0.066,0.056,0.066,0.037,0.061,0.04,0.178
"No sabe",0.089,0.043,0.133,0.093,0.097,0.089,0.059,0.059,0.12,0.069,0.116,0.065,0.091
