"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"A Malena Galmarini por el Frente de Todos",0.271,0.283,0.26,0.261,0.298,0.269,0.208,0.273,0.275,0.259,0.448,0.135,0.324
"A Segundo Cernadas por Juntos por el Cambio",0.283,0.236,0.327,0.179,0.252,0.364,0.47,0.273,0.258,0.345,0.156,0.516,0.251
"Al candidato de los liberales libertarios",0.209,0.296,0.126,0.313,0.207,0.139,0.11,0.231,0.193,0.21,0.142,0.214,0.13
"A Paula Akerfeld por el Frente de Izquierda",0.045,0.032,0.058,0.058,0.048,0.032,0.032,0.023,0.06,0.049,0.05,0.017,0.069
"No sabe",0.192,0.153,0.229,0.189,0.195,0.196,0.18,0.2,0.214,0.137,0.204,0.118,0.226
