"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"Wado de Pedro a presidente, Axel Kicillof a gobernador y Malena Galmarini a intendenta por el Frente de Todos",0.304,0.297,0.311,0.385,0.302,0.28,0.211,0.334,0.305,0.264,0.512,0.123,0.25
"Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.233,0.179,0.284,0.109,0.189,0.321,0.442,0.175,0.233,0.307,0.085,0.445,0.144
"Javier Milei a presidente, su candidato a gobernador y su candidato a intendente por la Libertad Avanza",0.232,0.302,0.165,0.288,0.248,0.194,0.144,0.221,0.242,0.225,0.166,0.231,0.435
"A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.045,0.044,0.045,0.069,0.045,0.03,0.025,0.046,0.048,0.036,0.046,0.027,0.092
"En blanco",0.084,0.108,0.062,0.08,0.098,0.083,0.054,0.136,0.06,0.066,0.054,0.102,0.037
"No sabe",0.102,0.07,0.133,0.069,0.118,0.092,0.124,0.088,0.112,0.102,0.137,0.072,0.042
