"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernández","Macri","Lavagna"
"Axel Kicillof a gobernador y Malena Galmarini a intendenta por el Frente de Todos",0.295,0.294,0.295,0.358,0.286,0.298,0.237,0.313,0.296,0.273,0.542,0.104,0.233
"Diego Santilli a gobernador y Segundo Cernadas a intendente por Juntos por el Cambio",0.263,0.199,0.323,0.078,0.202,0.353,0.516,0.186,0.255,0.358,0.085,0.488,0.115
"A los candidatos a gobernador y a intendente de la Libertad Avanza",0.224,0.308,0.146,0.28,0.261,0.166,0.148,0.311,0.2,0.174,0.139,0.243,0.348
"A los candidatos a gobernador y a intendente del Frente de Izquierda",0.042,0.034,0.049,0.021,0.068,0.025,0.017,0.03,0.058,0.026,0.041,0.018,0.044
"En blanco",0.085,0.111,0.061,0.118,0.086,0.083,0.045,0.095,0.09,0.066,0.075,0.074,0.244
"No sabe",0.091,0.054,0.126,0.145,0.097,0.075,0.037,0.065,0.101,0.103,0.118,0.073,0.016
