codigo	bloque	paleta	texto	label	aclaracion
P05	Situación laboral		¿Podría indicarnos cuál es su situación laboral en la actualidad?	Situación laboral	
P06	Posicionamiento Ideológico		En una escala del 1 al 9, dónde 1 es derecha y 9 es izquierda ¿Podría indicarnos dónde se situaría ud. ideologicamente?	Posición ideológica	
P07	Posicionamiento Ideológico		Ahora quisiéramos saber cuál es su posición sobre el rol del Estado y el mercado en la economía. En una escala de 1 a 9 donde 1 es el Estado y 9 es el mercado ¿Ud donde se ubicaría?	Opinión sobre el nivel de intervención que debe tener el Estado en la economía	
P08	Posicionamiento Ideológico		Y respecto a la interrupción voluntaria del embarazo, dónde 1 es completamente a favor y 9 es completamente en contra ¿Dónde se ubicaría Ud?	Opinión sobre la interrupción voluntaria del embarazo	
P10	Espacios políticos	politica	Si las elecciones presidenciales fueran mañana ¿Al candidato de qué espacio político votaría?	Intención de voto para elecciones presidenciales	
P11	Espacios políticos	politica	¿A cúal de los siguientes dirigentes del Frente de Todos y el peronismo preferiría ud. votar?	Intención de voto dentro del Frente de Todos y el Peronismo	(Solo para votantes del Frente de Todos y el peronismo)
P12	Espacios políticos	politica	Y si en cambio, los candidatos del Frente de Todos y el peronismo fuesen los siguientes ¿A cúal preferiría ud. votar?	Intención de voto para elecciones presidenciales dentro del Frente de Todos y el Peronismo	
P13	Espacios políticos	politica	¿A cúal de los siguientes dirigentes de Juntos por el Cambio preferiría ud. votar?	Intención de voto para elecciones presidenciales dentro de Cambiemos	(Solo para quienes dijeron que votarían a Cambiemos)
P14	Reach de intención de voto	reach	Si Axel Kicillof fuese candidato a gobernador	Preferencia de voto a Axel Kicillof	
P15	Reach de intención de voto	reach	Si Martín Insaurralde fuese candidato a gobernador	Preferencia de voto a Martín Insaurralde	
P16	Reach de intención de voto	reach	Si Diego Santilli fuese candidato a gobernador	Preferencia de voto a Diego Santilli	
P17	Reach de intención de voto	reach	Si Cristian Ritondo fuese candidato a gobernador	Preferencia de voto a Cristian Ritondo	
P18	Reach de intención de voto	reach	Si Sergio Massa fuese candidato a gobernador	Preferencia de voto a Sergio Massa	
P19	Reach de intención de voto	reach	Si Fernando Burlando fuese candidato a gobernador	Preferencia de voto a Fernando Burlando	
P20	Reach de intención de voto	reach	Si José Luis Espert fuese candidato a gobernador	Preferencia de voto a José Luis Espert	
P21	Reach de intención de voto	reach	Si Maximiliano Abad fuese candidato a gobernador	Preferencia de voto a Maximiliano Abad	
P22	Reach de intención de voto	reach	Si Victoria Tolosa Paz fuese candidato a gobernador	Preferencia de voto a Victoria Tolosa Paz	
P23	Reach de intención de voto	reach	Si Joaquín de La Torre fuese candidato a gobernador	Preferencia de voto a Joaquín de La Torre	
P24	Escenarios políticos	politica	Respecto a las elecciones primarias (PASO) ¿A qué candidato preferiría votar para presidente y gobernador?	Intencion de voto para presidente PASO	(PASO, Escenario 1)
P25	Escenarios políticos	politica	Respecto a las elecciones primarias (PASO) ¿A qué candidato preferiría votar para presidente y gobernador?	Intencion de voto para presidente PASO	(PASO, Escenario 2)
P26	Escenarios políticos	politica	Respecto a las elecciones primarias (PASO) ¿A qué candidato preferiría votar para presidente y gobernador?	Intencion de voto para presidente PASO	(PASO, Escenario 3)
P27	Escenarios políticos	politica	Respecto a las elecciones primarias (PASO) ¿A qué candidato preferiría votar para presidente y gobernador?	Intencion de voto para presidente PASO	(PASO, Escenario 4)
P28	Escenarios políticos	politica	Respecto a las elecciones primarias (PASO) ¿A qué candidato preferiría votar para presidente y gobernador?	Intencion de voto para presidente PASO	(PASO, Escenario 5)
P29	Escenarios políticos	politica	Respecto a las elecciones primarias (PASO) ¿A qué candidato preferiría votar para presidente y gobernador?	Intencion de voto para presidente PASO	(PASO, Escenario 6)
P30	Escenarios políticos	politica	Si los candidatos a presidente y gobernador en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 1)
P31	Escenarios políticos	politica	Y si los candidatos a presidente y gobernador en primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 2)
P32	Escenarios políticos	politica	Entre los siguientes candidatos ¿A cúal preferiría votar para presidente y gobernador?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 3)
P33	Escenarios políticos	politica	Si los candidatos a presidente en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 4)
P34	Escenarios políticos	politica	Si los candidatos a presidente en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 5)
P35	Escenarios políticos	politica	Y si los candidatos a presidente y gobernador fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 6)
P36	Escenarios políticos	politica	Y si los candidatos a presidente y gobernador fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 7)
P37	Escenarios políticos	politica	Si los candidatos a presidente y gobernador en una primera vuelta electoral fueran los siguientes ¿A cúal preferiría votar?	Intencion de voto para presidente y gobernador en primera vuelta	(Escenario 8)
P38	Imagen	imagen	¿Qué opinión tiene Ud. sobre la gestión del Gobierno Provincial?	Opinión sobre la gestión del Gobierno Provincial	
