"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"A Alberto Fernández",0.134,0.129,0.138,0.153,0.193,0.06,0.093,0.111,0.11,0.202,0.141,0.188,0.107,0.143,0.123,0
"A Sergio Massa",0.16,0.177,0.144,0.029,0.127,0.241,0.3,0.231,0.125,0.132,0.159,0.039,0.208,0.148,0.114,0
"A algún candidato del peronismo",0.168,0.159,0.177,0.194,0.235,0.118,0.062,0.125,0.173,0.212,0.253,0.07,0.154,0.1,0.468,0
"A Cristina Fernández de Kirchner",0.538,0.535,0.541,0.624,0.445,0.581,0.545,0.533,0.592,0.454,0.447,0.703,0.531,0.609,0.295,1
