"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Fernandez","Macri","Lavagna"
"Seguro lo votaria",0.18,0.243,0.132,0.026,0.246,0.171,0.179,0.248,0.19,0.102,0.162,0.213,0.181,0.201,0.18,0
"Quizás lo votaría",0.354,0.306,0.391,0.355,0.403,0.356,0.225,0.317,0.386,0.338,0.3,0.393,0.375,0.038,0.388,0.185
"Nunca lo votaría",0.466,0.451,0.477,0.619,0.351,0.473,0.596,0.435,0.424,0.56,0.538,0.394,0.444,0.761,0.432,0.815
