"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Al candidato del Frente de Todos",0.134,0.135,0.275,0.416,0.665,0.403
"P07","Al candidato de Juntos por el Cambio",0.342,0.492,0.501,0.289,0.129,0.287
"P07","Al candidato de los liberales - libertarios",0.424,0.255,0.046,0.055,0.008,0.05
"P07","Al candidato de la Izquierda",0.01,0.005,0.007,0.018,0.109,0.014
"P07","A otro candidato",0.061,0.031,0.077,0.15,0.048,0.048
"P07","No sabe",0.029,0.082,0.094,0.072,0.041,0.198
"P08","A Julio Zamora por el Frente de Todos",0.147,0.155,0.303,0.316,0.446,0.329
"P08","A Malena Galmarini por el Frente de Todos",0.029,0.029,0.053,0.159,0.205,0.048
"P08","A Segundo Cernadas por Cambiemos",0.255,0.487,0.35,0.26,0.097,0.304
"P08","A Nicolás Massot por Cambiemos",0.178,0.072,0.154,0.116,0.057,0
"P08","Al candidato de los liberales libertarios",0.348,0.212,0.044,0,0.008,0
"P08","A Paula Akerfeld por el Frente de Izquierda",0.01,0.014,0.006,0.012,0.102,0.015
"P08","No sabe",0.033,0.031,0.09,0.137,0.085,0.304
"P10","A Julio Zamora por el Frente de Todos",0.182,0.217,0.341,0.463,0.604,0.307
"P10","A Segundo Cernadas por Cambiemos",0.334,0.44,0.413,0.268,0.126,0.307
"P10","Al candidato de los liberales libertarios",0.333,0.139,0.083,0.02,0.04,0
"P10","A Paula Akerfeld por el Frente de Izquierda",0.053,0.006,0.009,0.041,0.141,0.015
"P10","No sabe",0.098,0.198,0.154,0.208,0.089,0.371
"P12","A Malena Galmarini por el Frente de Todos",0.164,0.116,0.209,0.374,0.559,0.315
"P12","A Segundo Cernadas por Cambiemos",0.399,0.511,0.552,0.323,0.154,0.292
"P12","Al candidato de los liberales libertarios",0.365,0.268,0.046,0,0.007,0
"P12","A Paula Akerfeld por el Frente de Izquierda",0.009,0.005,0,0.017,0.142,0.019
"P12","No sabe",0.063,0.1,0.193,0.286,0.138,0.374
"P14","Muy buena",0.094,0.003,0.075,0.155,0.224,0.143
"P14","Buena",0.037,0.041,0.104,0.129,0.255,0.281
"P14","Ni buena ni mala",0.117,0.313,0.25,0.214,0.15,0.168
"P14","Mala",0.244,0.305,0.19,0.251,0.077,0.095
"P14","Muy mala",0.472,0.306,0.311,0.179,0.243,0.124
"P14","No sabe",0.036,0.032,0.07,0.072,0.051,0.189
"P15","Muy buena",0.162,0.018,0.165,0.192,0.278,0.347
"P15","Buena",0.063,0.272,0.146,0.248,0.227,0.12
"P15","Ni buena ni mala",0.173,0.217,0.276,0.253,0.214,0.161
"P15","Mala",0.26,0.3,0.191,0.105,0.077,0.016
"P15","Muy mala",0.317,0.184,0.163,0.136,0.204,0.182
"P15","No sabe",0.025,0.009,0.059,0.066,0,0.174
"P16","Muy buena",0.237,0.25,0.207,0.181,0.081,0.09
"P16","Buena",0.245,0.21,0.233,0.143,0.039,0.241
"P16","Ni buena ni mala",0.264,0.38,0.302,0.314,0.193,0.046
"P16","Mala",0.116,0.08,0.049,0.138,0.206,0.022
"P16","Muy mala",0.092,0.062,0.06,0.137,0.425,0.186
"P16","No sabe",0.046,0.018,0.149,0.087,0.056,0.415
"P17","Muy buena",0.095,0.053,0.037,0.024,0.018,0.12
"P17","Buena",0.021,0.025,0.03,0.084,0.022,0
"P17","Ni buena ni mala",0.369,0.438,0.341,0.309,0.31,0.081
"P17","Mala",0.135,0.1,0.05,0.075,0.087,0
