"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Weretilneck","Tortoriello","Horne","Rivero","Comarca Andina","Alto Valle","Valle medio","Valle inferior","Linea sur/meseta","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Si",0.378,0.409,0.345,0.358,0.351,0.427,0.413,0.389,0.384,0.356,0.358,0.437,0.329,0.384,0.369,0.332,0.318,0.349,0.365,0.464,0.417,0.414,0.397,0.402,0.494,0.369,0.338
"No",0.622,0.591,0.655,0.642,0.649,0.573,0.587,0.611,0.616,0.644,0.642,0.563,0.671,0.616,0.631,0.668,0.682,0.651,0.635,0.536,0.583,0.586,0.603,0.598,0.506,0.631,0.662
