"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Tiene Decidido que va a ir a votar",0.919,0.861,0.834,0.664
"P06","Tiene dudas sobre si va a ir a  votar",0.051,0.134,0.098,0.252
"P06","Tiene Decidido que no va a ir a votar",0.03,0.005,0.068,0.084
"P07","Mucho",0.544,0.39,0.435,0.343
"P07","Bastante",0.272,0.391,0.248,0.152
"P07","Poco",0.107,0.157,0.213,0.132
"P07","Nada",0.06,0.031,0.085,0.282
"P07","No sabe",0.017,0.031,0.019,0.091
"P08","Siempre",0.253,0.146,0.137,0.145
"P08","Casi siempre",0.294,0.476,0.387,0.204
"P08","Casi nunca",0.296,0.283,0.316,0.297
"P08","Nunca, pero esta es una excepción",0.157,0.095,0.16,0.354
"P12","Unión por la Patria",0.331,0.231,0.221,0.167
"P12","Juntos por el Cambio",0.21,0.205,0.131,0.127
"P12","Juntos Somos Río Negro",0.095,0.158,0.215,0.103
"P12","Liberales",0.192,0.112,0.14,0.048
"P12","Izquierda",0.044,0.07,0.05,0.11
"P12","Otro",0.033,0.065,0.084,0.075
"P12","No sabe",0.095,0.159,0.159,0.37
"P13","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.331,0.305,0.209,0.319
"P13","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.203,0.246,0.114,0.121
"P13","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.075,0.108,0.041,0.12
"P13","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.325,0.223,0.453,0.061
"P13","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.019,0.04,0.018,0.042
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.015,0.027,0.022,0.041
"P13","En blanco",0.005,0.01,0.01,0.022
"P13","No sabe",0.027,0.041,0.133,0.274
"P18","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente por Unión por la Patria",0.302,0.327,0.064,0.068
"P18","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente por Juntos por el Cambio",0.162,0.232,0.327,0.147
"P18","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.12,0.286,0.051,0.034
"P18","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente el Frente de Izquierda",0,0.015,0.151,0.075
"P18","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.004,0.062,0,0
"P18","En blanco",0.412,0.078,0.151,0.334
"P18","No sabe",0,0,0.256,0.342
"P21","Sí",0.519,0.373,0.493,0.374
"P21","No",0.481,0.627,0.507,0.626
"P22","Martín Soria a Diputado Nacional por Unión por la Patria",0.118,0.026,0.023,0.75
"P22","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.124,0.097,0.259,0.112
"P22","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.135,0.021,0.166,0.049
"P22","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.349,0.585,0.399,0.089
